"slugSeason","numberGameTeamSeason","numberGamePlayerSeason","slugMatchup","idGame","outcomeGame","locationGame","nameTeam","slugOpponent","dateGame","idPlayer","namePlayer","minutes","fgm","fga","fg3m","fg3a","ftm","fta","pts","oreb","dreb","treb","ast","stl","blk","tov","pf","plusminus","dateBirth","yearDraft","numberRound","numberOverallPick","nameSchool","heightInches","weightLBS","heightFeet"
"2019-20",1,1,"MIA vs. MEM",21900007,"W","H","Miami Heat","MEM",2019-10-23,203086,"Meyers Leonard",19,0,2,0,2,0,0,0,0,3,3,0,1,0,0,4,-6,1992-02-27,2012,1,11,"Illinois",84,260,6.9999999972
"2019-20",1,1,"MIA vs. MEM",21900007,"W","H","Miami Heat","MEM",2019-10-23,1628389,"Bam Adebayo",24,3,7,0,0,8,10,14,4,7,11,3,1,0,5,3,10,1997-07-18,2017,1,14,"Kentucky",81,255,6.7499999973
"2019-20",1,1,"MIA vs. MEM",21900007,"W","H","Miami Heat","MEM",2019-10-23,1627884,"Derrick Jones Jr.",16,2,3,0,0,0,0,4,1,0,1,0,0,0,1,5,4,1997-02-15,NA,NA,NA,"UNLV",78,210,6.4999999974
"2019-20",1,1,"MIA vs. MEM",21900007,"W","H","Miami Heat","MEM",2019-10-23,1629639,"Tyler Herro",34,6,14,1,2,1,1,14,0,8,8,1,2,0,1,2,10,2000-01-20,2019,1,13,"Kentucky",77,195,6.4166666641
"2019-20",1,1,"MIA vs. MEM",21900007,"W","H","Miami Heat","MEM",2019-10-23,1629735,"Chris Silva",11,3,3,0,0,2,2,8,3,3,6,0,0,3,2,5,18,1996-09-19,NA,NA,NA,"South Carolina",80,234,6.666666664
"2019-20",1,1,"MIA vs. MEM",21900007,"W","H","Miami Heat","MEM",2019-10-23,1629644,"KZ Okpala",1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,-4,1999-04-28,2019,2,32,"Stanford",80,215,6.666666664
"2019-20",1,1,"MIA vs. MEM",21900007,"W","H","Miami Heat","MEM",2019-10-23,203482,"Kelly Olynyk",22,1,3,1,1,4,4,7,1,7,8,0,1,2,2,4,21,1991-04-19,2013,1,13,"Gonzaga",83,240,6.9166666639
"2019-20",1,1,"MIA vs. MEM",21900007,"W","H","Miami Heat","MEM",2019-10-23,201609,"Goran Dragic",25,4,9,2,4,9,10,19,0,3,3,3,1,2,4,1,0,1986-05-06,2008,2,45,NA,75,190,6.2499999975
"2019-20",1,1,"MIA vs. MEM",21900007,"W","H","Miami Heat","MEM",2019-10-23,1629130,"Duncan Robinson",23,1,5,1,5,0,0,3,0,1,1,1,0,0,1,2,-3,1994-04-22,NA,NA,NA,"Michigan",79,215,6.5833333307
"2019-20",1,1,"MIA vs. MEM",21900007,"W","H","Miami Heat","MEM",2019-10-23,1626159,"Justise Winslow",37,10,21,1,2,6,9,27,2,5,7,7,1,1,3,2,22,1996-03-26,2015,1,10,"Duke",78,222,6.4999999974
"2019-20",1,1,"MIA vs. MEM",21900007,"W","H","Miami Heat","MEM",2019-10-23,1629134,"Kendrick Nunn",27,10,18,1,2,3,3,24,0,2,2,3,2,0,1,5,27,1995-08-03,NA,NA,NA,"Oakland",74,190,6.1666666642
"2019-20",1,1,"MIA vs. MEM",21900007,"W","H","Miami Heat","MEM",2019-10-23,1629133,"Daryl Macon",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,1995-11-29,NA,NA,NA,"Arkansas",74,185,6.1666666642
"2019-20",2,2,"MIA @ MIL",21900026,"W","A","Miami Heat","MIL",2019-10-26,1629735,"Chris Silva",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1996-09-19,NA,NA,NA,"South Carolina",80,234,6.666666664
"2019-20",2,2,"MIA @ MIL",21900026,"W","A","Miami Heat","MIL",2019-10-26,1629134,"Kendrick Nunn",29,8,17,2,8,0,0,18,0,4,4,5,2,1,1,6,-3,1995-08-03,NA,NA,NA,"Oakland",74,190,6.1666666642
"2019-20",2,2,"MIA @ MIL",21900026,"W","A","Miami Heat","MIL",2019-10-26,1629130,"Duncan Robinson",23,3,6,3,5,0,0,9,0,0,0,0,0,1,0,3,11,1994-04-22,NA,NA,NA,"Michigan",79,215,6.5833333307
"2019-20",2,2,"MIA @ MIL",21900026,"W","A","Miami Heat","MIL",2019-10-26,1627884,"Derrick Jones Jr.",16,5,6,1,2,3,3,14,0,2,2,0,1,0,0,2,5,1997-02-15,NA,NA,NA,"UNLV",78,210,6.4999999974
"2019-20",2,2,"MIA @ MIL",21900026,"W","A","Miami Heat","MIL",2019-10-26,203086,"Meyers Leonard",24,3,4,2,2,0,0,8,1,6,7,0,1,0,1,3,-8,1992-02-27,2012,1,11,"Illinois",84,260,6.9999999972
"2019-20",2,2,"MIA @ MIL",21900026,"W","A","Miami Heat","MIL",2019-10-26,1629639,"Tyler Herro",32,6,16,2,7,0,0,14,0,5,5,0,0,0,3,3,-9,2000-01-20,2019,1,13,"Kentucky",77,195,6.4166666641
"2019-20",2,2,"MIA @ MIL",21900026,"W","A","Miami Heat","MIL",2019-10-26,203482,"Kelly Olynyk",28,5,11,4,9,0,0,14,1,3,4,5,1,0,3,6,15,1991-04-19,2013,1,13,"Gonzaga",83,240,6.9166666639
"2019-20",2,2,"MIA @ MIL",21900026,"W","A","Miami Heat","MIL",2019-10-26,1628389,"Bam Adebayo",38,5,9,0,1,9,12,19,2,11,13,8,0,1,3,2,-2,1997-07-18,2017,1,14,"Kentucky",81,255,6.7499999973
"2019-20",2,2,"MIA @ MIL",21900026,"W","A","Miami Heat","MIL",2019-10-26,201609,"Goran Dragic",35,7,16,2,8,9,15,25,0,6,6,8,1,0,2,1,2,1986-05-06,2008,2,45,NA,75,190,6.2499999975
"2019-20",2,2,"MIA @ MIL",21900026,"W","A","Miami Heat","MIL",2019-10-26,1626159,"Justise Winslow",41,4,16,0,2,2,6,10,4,9,13,7,1,0,3,4,16,1996-03-26,2015,1,10,"Duke",78,222,6.4999999974
"2019-20",3,3,"MIA @ MIN",21900039,"L","A","Miami Heat","MIN",2019-10-27,1629639,"Tyler Herro",35,3,9,1,6,1,1,8,0,5,5,4,1,0,5,3,0,2000-01-20,2019,1,13,"Kentucky",77,195,6.4166666641
"2019-20",3,3,"MIA @ MIN",21900039,"L","A","Miami Heat","MIN",2019-10-27,1629130,"Duncan Robinson",23,8,12,4,7,1,1,21,0,2,2,1,1,2,1,3,-8,1994-04-22,NA,NA,NA,"Michigan",79,215,6.5833333307
"2019-20",3,3,"MIA @ MIN",21900039,"L","A","Miami Heat","MIN",2019-10-27,1628389,"Bam Adebayo",32,6,10,0,1,1,5,13,2,7,9,5,2,3,3,3,-7,1997-07-18,2017,1,14,"Kentucky",81,255,6.7499999973
"2019-20",3,3,"MIA @ MIN",21900039,"L","A","Miami Heat","MIN",2019-10-27,1626159,"Justise Winslow",43,8,17,2,3,2,2,20,1,7,8,6,1,2,4,4,-1,1996-03-26,2015,1,10,"Duke",78,222,6.4999999974
"2019-20",3,3,"MIA @ MIN",21900039,"L","A","Miami Heat","MIN",2019-10-27,1629735,"Chris Silva",11,0,0,0,0,2,2,2,2,1,3,1,0,2,1,3,3,1996-09-19,NA,NA,NA,"South Carolina",80,234,6.666666664
"2019-20",3,3,"MIA @ MIN",21900039,"L","A","Miami Heat","MIN",2019-10-27,203086,"Meyers Leonard",14,2,4,1,1,0,0,5,1,2,3,1,0,0,0,2,0,1992-02-27,2012,1,11,"Illinois",84,260,6.9999999972
"2019-20",3,3,"MIA @ MIN",21900039,"L","A","Miami Heat","MIN",2019-10-27,203482,"Kelly Olynyk",13,1,5,0,3,0,0,2,1,1,2,1,0,0,1,1,-10,1991-04-19,2013,1,13,"Gonzaga",83,240,6.9166666639
"2019-20",3,3,"MIA @ MIN",21900039,"L","A","Miami Heat","MIN",2019-10-27,1629134,"Kendrick Nunn",40,9,17,5,9,2,2,25,0,4,4,2,2,0,4,1,-4,1995-08-03,NA,NA,NA,"Oakland",74,190,6.1666666642
"2019-20",3,3,"MIA @ MIN",21900039,"L","A","Miami Heat","MIN",2019-10-27,201609,"Goran Dragic",27,5,11,2,6,1,2,13,0,5,5,4,0,0,2,3,-7,1986-05-06,2008,2,45,NA,75,190,6.2499999975
"2019-20",3,2,"MIA @ MIN",21900039,"L","A","Miami Heat","MIN",2019-10-27,1629644,"KZ Okpala",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1999-04-28,2019,2,32,"Stanford",80,215,6.666666664
"2019-20",4,1,"MIA vs. ATL",21900052,"W","H","Miami Heat","ATL",2019-10-29,202710,"Jimmy Butler",31,5,11,1,2,10,15,21,4,1,5,2,3,0,4,1,15,1989-09-14,2011,1,30,"Marquette",79,230,6.5833333307
"2019-20",4,4,"MIA vs. ATL",21900052,"W","H","Miami Heat","ATL",2019-10-29,203086,"Meyers Leonard",25,1,2,1,2,0,0,3,1,8,9,2,0,3,2,1,13,1992-02-27,2012,1,11,"Illinois",84,260,6.9999999972
"2019-20",4,4,"MIA vs. ATL",21900052,"W","H","Miami Heat","ATL",2019-10-29,1629130,"Duncan Robinson",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1994-04-22,NA,NA,NA,"Michigan",79,215,6.5833333307
"2019-20",4,4,"MIA vs. ATL",21900052,"W","H","Miami Heat","ATL",2019-10-29,1629134,"Kendrick Nunn",30,7,18,3,6,0,0,17,0,0,0,3,1,0,3,1,14,1995-08-03,NA,NA,NA,"Oakland",74,190,6.1666666642
"2019-20",4,4,"MIA vs. ATL",21900052,"W","H","Miami Heat","ATL",2019-10-29,201609,"Goran Dragic",30,7,12,5,9,2,4,21,0,3,3,3,0,0,3,5,-1,1986-05-06,2008,2,45,NA,75,190,6.2499999975
"2019-20",4,4,"MIA vs. ATL",21900052,"W","H","Miami Heat","ATL",2019-10-29,203482,"Kelly Olynyk",18,0,5,0,5,0,0,0,1,2,3,0,1,0,3,4,-1,1991-04-19,2013,1,13,"Gonzaga",83,240,6.9166666639
"2019-20",4,4,"MIA vs. ATL",21900052,"W","H","Miami Heat","ATL",2019-10-29,1628389,"Bam Adebayo",33,4,7,0,0,9,10,17,2,8,10,3,2,3,2,4,27,1997-07-18,2017,1,14,"Kentucky",81,255,6.7499999973
"2019-20",4,4,"MIA vs. ATL",21900052,"W","H","Miami Heat","ATL",2019-10-29,1629639,"Tyler Herro",29,7,9,3,4,12,16,29,0,7,7,2,0,0,2,0,9,2000-01-20,2019,1,13,"Kentucky",77,195,6.4166666641
"2019-20",4,4,"MIA vs. ATL",21900052,"W","H","Miami Heat","ATL",2019-10-29,1626159,"Justise Winslow",30,1,7,0,3,0,0,2,1,5,6,3,2,0,4,3,10,1996-03-26,2015,1,10,"Duke",78,222,6.4999999974
"2019-20",4,4,"MIA vs. ATL",21900052,"W","H","Miami Heat","ATL",2019-10-29,1629735,"Chris Silva",14,1,2,0,0,0,0,2,4,1,5,1,2,0,3,3,-12,1996-09-19,NA,NA,NA,"South Carolina",80,234,6.666666664
"2019-20",5,5,"MIA @ ATL",21900066,"W","A","Miami Heat","ATL",2019-10-31,1629735,"Chris Silva",12,3,5,0,0,0,0,6,2,0,2,1,1,1,1,3,2,1996-09-19,NA,NA,NA,"South Carolina",80,234,6.666666664
"2019-20",5,5,"MIA @ ATL",21900066,"W","A","Miami Heat","ATL",2019-10-31,1629134,"Kendrick Nunn",33,10,15,4,6,4,4,28,0,2,2,0,2,0,3,3,7,1995-08-03,NA,NA,NA,"Oakland",74,190,6.1666666642
"2019-20",5,5,"MIA @ ATL",21900066,"W","A","Miami Heat","ATL",2019-10-31,1629130,"Duncan Robinson",27,5,10,2,6,0,0,12,0,3,3,0,0,0,1,1,-3,1994-04-22,NA,NA,NA,"Michigan",79,215,6.5833333307
"2019-20",5,5,"MIA @ ATL",21900066,"W","A","Miami Heat","ATL",2019-10-31,1629639,"Tyler Herro",30,7,16,3,9,0,0,17,1,3,4,3,1,0,1,1,-1,2000-01-20,2019,1,13,"Kentucky",77,195,6.4166666641
"2019-20",5,5,"MIA @ ATL",21900066,"W","A","Miami Heat","ATL",2019-10-31,1628389,"Bam Adebayo",36,4,5,1,1,3,7,12,2,4,6,7,1,2,0,3,7,1997-07-18,2017,1,14,"Kentucky",81,255,6.7499999973
"2019-20",5,5,"MIA @ ATL",21900066,"W","A","Miami Heat","ATL",2019-10-31,201609,"Goran Dragic",19,1,5,0,3,2,2,4,0,1,1,3,0,0,3,2,4,1986-05-06,2008,2,45,NA,75,190,6.2499999975
"2019-20",5,5,"MIA @ ATL",21900066,"W","A","Miami Heat","ATL",2019-10-31,203086,"Meyers Leonard",25,6,10,3,4,1,2,16,0,8,8,2,0,2,0,3,18,1992-02-27,2012,1,11,"Illinois",84,260,6.9999999972
"2019-20",5,2,"MIA @ ATL",21900066,"W","A","Miami Heat","ATL",2019-10-31,202710,"Jimmy Butler",35,2,10,0,2,1,2,5,1,8,9,11,6,3,4,1,21,1989-09-14,2011,1,30,"Marquette",79,230,6.5833333307
"2019-20",5,5,"MIA @ ATL",21900066,"W","A","Miami Heat","ATL",2019-10-31,203482,"Kelly Olynyk",22,2,8,1,6,1,2,6,3,3,6,2,1,1,0,1,-10,1991-04-19,2013,1,13,"Gonzaga",83,240,6.9166666639
"2019-20",6,6,"MIA vs. HOU",21900086,"W","H","Miami Heat","HOU",2019-11-03,1629130,"Duncan Robinson",36,8,12,7,11,0,0,23,0,6,6,1,0,2,1,0,20,1994-04-22,NA,NA,NA,"Michigan",79,215,6.5833333307
"2019-20",6,3,"MIA vs. HOU",21900086,"W","H","Miami Heat","HOU",2019-11-03,202710,"Jimmy Butler",27,7,15,2,6,2,3,18,2,5,7,9,4,1,1,2,29,1989-09-14,2011,1,30,"Marquette",79,230,6.5833333307
"2019-20",6,6,"MIA vs. HOU",21900086,"W","H","Miami Heat","HOU",2019-11-03,203086,"Meyers Leonard",28,9,11,1,2,2,3,21,0,4,4,1,3,1,1,4,29,1992-02-27,2012,1,11,"Illinois",84,260,6.9999999972
"2019-20",6,6,"MIA vs. HOU",21900086,"W","H","Miami Heat","HOU",2019-11-03,1628389,"Bam Adebayo",26,3,5,0,1,2,4,8,1,4,5,5,2,1,4,3,15,1997-07-18,2017,1,14,"Kentucky",81,255,6.7499999973
"2019-20",6,6,"MIA vs. HOU",21900086,"W","H","Miami Heat","HOU",2019-11-03,1629735,"Chris Silva",5,1,1,0,0,2,2,4,1,1,2,0,0,1,1,1,-4,1996-09-19,NA,NA,NA,"South Carolina",80,234,6.666666664
"2019-20",6,6,"MIA vs. HOU",21900086,"W","H","Miami Heat","HOU",2019-11-03,1629134,"Kendrick Nunn",19,2,10,1,5,0,0,5,0,1,1,5,1,0,2,4,18,1995-08-03,NA,NA,NA,"Oakland",74,190,6.1666666642
"2019-20",6,6,"MIA vs. HOU",21900086,"W","H","Miami Heat","HOU",2019-11-03,201609,"Goran Dragic",28,5,9,3,6,2,2,15,0,2,2,4,2,0,2,1,13,1986-05-06,2008,2,45,NA,75,190,6.2499999975
"2019-20",6,6,"MIA vs. HOU",21900086,"W","H","Miami Heat","HOU",2019-11-03,203482,"Kelly Olynyk",14,2,4,0,0,2,2,6,0,8,8,3,1,1,1,4,9,1991-04-19,2013,1,13,"Gonzaga",83,240,6.9166666639
"2019-20",6,1,"MIA vs. HOU",21900086,"W","H","Miami Heat","HOU",2019-11-03,201949,"James Johnson",22,7,12,2,5,1,2,17,0,4,4,3,0,0,1,1,14,1987-02-20,2009,1,16,"Wake Forest",79,240,6.5833333307
"2019-20",6,6,"MIA vs. HOU",21900086,"W","H","Miami Heat","HOU",2019-11-03,1629639,"Tyler Herro",35,3,10,2,5,4,4,12,1,6,7,7,1,0,1,1,2,2000-01-20,2019,1,13,"Kentucky",77,195,6.4166666641
"2019-20",7,2,"MIA @ DEN",21900102,"L","A","Miami Heat","DEN",2019-11-05,201949,"James Johnson",6,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,3,1987-02-20,2009,1,16,"Wake Forest",79,240,6.5833333307
"2019-20",7,4,"MIA @ DEN",21900102,"L","A","Miami Heat","DEN",2019-11-05,202710,"Jimmy Butler",29,3,12,0,3,10,12,16,4,3,7,4,2,0,3,0,-23,1989-09-14,2011,1,30,"Marquette",79,230,6.5833333307
"2019-20",7,7,"MIA @ DEN",21900102,"L","A","Miami Heat","DEN",2019-11-05,203086,"Meyers Leonard",18,4,7,1,1,1,1,10,0,0,0,1,0,0,1,3,-15,1992-02-27,2012,1,11,"Illinois",84,260,6.9999999972
"2019-20",7,5,"MIA @ DEN",21900102,"L","A","Miami Heat","DEN",2019-11-05,1626159,"Justise Winslow",30,5,11,0,2,0,0,10,1,5,6,1,0,0,2,4,-4,1996-03-26,2015,1,10,"Duke",78,222,6.4999999974
"2019-20",7,7,"MIA @ DEN",21900102,"L","A","Miami Heat","DEN",2019-11-05,1628389,"Bam Adebayo",25,2,9,0,0,2,5,6,3,8,11,3,0,2,1,2,-19,1997-07-18,2017,1,14,"Kentucky",81,255,6.7499999973
"2019-20",7,7,"MIA @ DEN",21900102,"L","A","Miami Heat","DEN",2019-11-05,1629130,"Duncan Robinson",11,1,6,0,4,0,0,2,1,1,2,0,0,0,0,1,-3,1994-04-22,NA,NA,NA,"Michigan",79,215,6.5833333307
"2019-20",7,7,"MIA @ DEN",21900102,"L","A","Miami Heat","DEN",2019-11-05,203482,"Kelly Olynyk",24,4,8,4,5,1,2,13,1,6,7,1,2,1,0,4,-8,1991-04-19,2013,1,13,"Gonzaga",83,240,6.9166666639
"2019-20",7,3,"MIA @ DEN",21900102,"L","A","Miami Heat","DEN",2019-11-05,1627884,"Derrick Jones Jr.",17,4,8,0,2,0,0,8,1,0,1,0,2,0,0,2,-4,1997-02-15,NA,NA,NA,"UNLV",78,210,6.4999999974
"2019-20",7,7,"MIA @ DEN",21900102,"L","A","Miami Heat","DEN",2019-11-05,1629735,"Chris Silva",6,1,2,0,0,0,0,2,2,1,3,1,0,1,0,1,3,1996-09-19,NA,NA,NA,"South Carolina",80,234,6.666666664
"2019-20",7,7,"MIA @ DEN",21900102,"L","A","Miami Heat","DEN",2019-11-05,1629134,"Kendrick Nunn",33,4,14,2,8,1,3,11,0,2,2,4,2,0,0,2,-14,1995-08-03,NA,NA,NA,"Oakland",74,190,6.1666666642
"2019-20",7,7,"MIA @ DEN",21900102,"L","A","Miami Heat","DEN",2019-11-05,1629639,"Tyler Herro",15,1,4,0,1,0,0,2,0,3,3,1,1,0,3,1,-6,2000-01-20,2019,1,13,"Kentucky",77,195,6.4166666641
"2019-20",7,7,"MIA @ DEN",21900102,"L","A","Miami Heat","DEN",2019-11-05,201609,"Goran Dragic",25,3,7,2,3,1,2,9,0,1,1,7,0,1,3,1,-10,1986-05-06,2008,2,45,NA,75,190,6.2499999975
"2019-20",8,8,"MIA @ PHX",21900114,"W","A","Miami Heat","PHX",2019-11-07,1628389,"Bam Adebayo",35,6,9,0,1,3,6,15,2,8,10,6,5,1,2,3,1,1997-07-18,2017,1,14,"Kentucky",81,255,6.7499999973
"2019-20",8,3,"MIA @ PHX",21900114,"W","A","Miami Heat","PHX",2019-11-07,201949,"James Johnson",15,1,2,0,1,1,2,3,0,1,1,0,0,2,2,3,11,1987-02-20,2009,1,16,"Wake Forest",79,240,6.5833333307
"2019-20",8,8,"MIA @ PHX",21900114,"W","A","Miami Heat","PHX",2019-11-07,1629735,"Chris Silva",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996-09-19,NA,NA,NA,"South Carolina",80,234,6.666666664
"2019-20",8,5,"MIA @ PHX",21900114,"W","A","Miami Heat","PHX",2019-11-07,202710,"Jimmy Butler",34,11,16,2,2,10,10,34,1,4,5,4,0,0,1,4,-3,1989-09-14,2011,1,30,"Marquette",79,230,6.5833333307
"2019-20",8,8,"MIA @ PHX",21900114,"W","A","Miami Heat","PHX",2019-11-07,201609,"Goran Dragic",31,9,16,5,7,2,3,25,1,5,6,4,0,0,2,1,10,1986-05-06,2008,2,45,NA,75,190,6.2499999975
"2019-20",8,8,"MIA @ PHX",21900114,"W","A","Miami Heat","PHX",2019-11-07,203482,"Kelly Olynyk",24,3,6,1,3,0,0,7,0,5,5,3,2,0,2,5,15,1991-04-19,2013,1,13,"Gonzaga",83,240,6.9166666639
"2019-20",8,8,"MIA @ PHX",21900114,"W","A","Miami Heat","PHX",2019-11-07,1629134,"Kendrick Nunn",22,5,9,1,4,0,0,11,0,2,2,0,0,1,2,1,-2,1995-08-03,NA,NA,NA,"Oakland",74,190,6.1666666642
"2019-20",8,8,"MIA @ PHX",21900114,"W","A","Miami Heat","PHX",2019-11-07,1629130,"Duncan Robinson",28,1,5,1,4,3,3,6,0,6,6,1,1,1,0,4,29,1994-04-22,NA,NA,NA,"Michigan",79,215,6.5833333307
"2019-20",8,8,"MIA @ PHX",21900114,"W","A","Miami Heat","PHX",2019-11-07,1629639,"Tyler Herro",29,6,12,3,4,0,0,15,0,2,2,2,1,0,0,1,14,2000-01-20,2019,1,13,"Kentucky",77,195,6.4166666641
"2019-20",8,4,"MIA @ PHX",21900114,"W","A","Miami Heat","PHX",2019-11-07,1627884,"Derrick Jones Jr.",9,1,3,0,0,0,0,2,1,3,4,2,0,0,1,2,6,1997-02-15,NA,NA,NA,"UNLV",78,210,6.4999999974
"2019-20",8,8,"MIA @ PHX",21900114,"W","A","Miami Heat","PHX",2019-11-07,203086,"Meyers Leonard",13,2,4,2,2,0,0,6,0,0,0,0,0,0,1,4,-1,1992-02-27,2012,1,11,"Illinois",84,260,6.9999999972
"2019-20",9,9,"MIA @ LAL",21900126,"L","A","Miami Heat","LAL",2019-11-08,1629134,"Kendrick Nunn",23,4,11,0,4,2,2,10,0,3,3,1,2,1,3,0,-24,1995-08-03,NA,NA,NA,"Oakland",74,190,6.1666666642
"2019-20",9,9,"MIA @ LAL",21900126,"L","A","Miami Heat","LAL",2019-11-08,203482,"Kelly Olynyk",30,3,11,1,6,1,2,8,0,3,3,0,0,0,2,4,-4,1991-04-19,2013,1,13,"Gonzaga",83,240,6.9166666639
"2019-20",9,6,"MIA @ LAL",21900126,"L","A","Miami Heat","LAL",2019-11-08,202710,"Jimmy Butler",38,7,16,0,4,8,8,22,2,4,6,3,2,0,0,0,-13,1989-09-14,2011,1,30,"Marquette",79,230,6.5833333307
"2019-20",9,9,"MIA @ LAL",21900126,"L","A","Miami Heat","LAL",2019-11-08,203086,"Meyers Leonard",12,0,1,0,1,0,0,0,0,1,1,0,0,0,2,2,-14,1992-02-27,2012,1,11,"Illinois",84,260,6.9999999972
"2019-20",9,4,"MIA @ LAL",21900126,"L","A","Miami Heat","LAL",2019-11-08,201949,"James Johnson",15,0,3,0,2,0,0,0,2,2,4,1,0,0,0,0,4,1987-02-20,2009,1,16,"Wake Forest",79,240,6.5833333307
"2019-20",9,9,"MIA @ LAL",21900126,"L","A","Miami Heat","LAL",2019-11-08,201609,"Goran Dragic",34,7,16,3,7,2,2,19,1,5,6,7,0,0,2,0,-3,1986-05-06,2008,2,45,NA,75,190,6.2499999975
"2019-20",9,9,"MIA @ LAL",21900126,"L","A","Miami Heat","LAL",2019-11-08,1629639,"Tyler Herro",23,2,8,1,5,2,2,7,0,2,2,0,1,0,0,0,2,2000-01-20,2019,1,13,"Kentucky",77,195,6.4166666641
"2019-20",9,9,"MIA @ LAL",21900126,"L","A","Miami Heat","LAL",2019-11-08,1629130,"Duncan Robinson",24,1,7,1,6,0,0,3,0,3,3,2,1,0,0,3,-9,1994-04-22,NA,NA,NA,"Michigan",79,215,6.5833333307
"2019-20",9,9,"MIA @ LAL",21900126,"L","A","Miami Heat","LAL",2019-11-08,1629735,"Chris Silva",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1996-09-19,NA,NA,NA,"South Carolina",80,234,6.666666664
"2019-20",9,9,"MIA @ LAL",21900126,"L","A","Miami Heat","LAL",2019-11-08,1628389,"Bam Adebayo",38,4,7,0,0,3,8,11,3,6,9,4,3,1,3,2,-12,1997-07-18,2017,1,14,"Kentucky",81,255,6.7499999973
"2019-20",10,10,"MIA vs. DET",21900148,"W","H","Miami Heat","DET",2019-11-12,203482,"Kelly Olynyk",29,4,7,3,4,2,2,13,0,3,3,5,1,0,0,4,14,1991-04-19,2013,1,13,"Gonzaga",83,240,6.9166666639
"2019-20",10,1,"MIA vs. DET",21900148,"W","H","Miami Heat","DET",2019-11-12,2617,"Udonis Haslem",5,1,1,0,0,0,0,2,0,2,2,0,0,0,0,2,-3,1980-06-09,NA,NA,NA,"Florida",80,235,6.666666664
"2019-20",10,10,"MIA vs. DET",21900148,"W","H","Miami Heat","DET",2019-11-12,1629134,"Kendrick Nunn",37,6,16,4,8,4,5,20,1,2,3,5,2,0,4,2,-2,1995-08-03,NA,NA,NA,"Oakland",74,190,6.1666666642
"2019-20",10,10,"MIA vs. DET",21900148,"W","H","Miami Heat","DET",2019-11-12,1629130,"Duncan Robinson",29,4,10,3,8,0,0,11,0,2,2,0,0,0,4,5,0,1994-04-22,NA,NA,NA,"Michigan",79,215,6.5833333307
"2019-20",10,10,"MIA vs. DET",21900148,"W","H","Miami Heat","DET",2019-11-12,203086,"Meyers Leonard",18,2,2,0,0,0,1,4,1,4,5,1,0,0,3,2,-2,1992-02-27,2012,1,11,"Illinois",84,260,6.9999999972
"2019-20",10,10,"MIA vs. DET",21900148,"W","H","Miami Heat","DET",2019-11-12,201609,"Goran Dragic",33,6,13,3,8,3,4,18,0,1,1,6,1,0,1,2,7,1986-05-06,2008,2,45,NA,75,190,6.2499999975
"2019-20",10,10,"MIA vs. DET",21900148,"W","H","Miami Heat","DET",2019-11-12,1629735,"Chris Silva",15,3,5,0,1,2,2,8,2,7,9,2,0,1,3,6,17,1996-09-19,NA,NA,NA,"South Carolina",80,234,6.666666664
"2019-20",10,2,"MIA vs. DET",21900148,"W","H","Miami Heat","DET",2019-11-12,1629133,"Daryl Macon",7,1,1,1,1,0,0,3,0,0,0,0,0,0,0,1,10,1995-11-29,NA,NA,NA,"Arkansas",74,185,6.1666666642
"2019-20",10,10,"MIA vs. DET",21900148,"W","H","Miami Heat","DET",2019-11-12,1628389,"Bam Adebayo",28,8,9,0,0,2,2,18,4,10,14,2,0,0,4,6,-5,1997-07-18,2017,1,14,"Kentucky",81,255,6.7499999973
"2019-20",10,7,"MIA vs. DET",21900148,"W","H","Miami Heat","DET",2019-11-12,202710,"Jimmy Butler",39,6,13,0,2,8,11,20,0,3,3,13,2,0,0,0,9,1989-09-14,2011,1,30,"Marquette",79,230,6.5833333307
"2019-20",11,11,"MIA @ CLE",21900161,"W","A","Miami Heat","CLE",2019-11-14,1629130,"Duncan Robinson",26,4,8,3,7,0,0,11,0,2,2,1,1,0,0,3,-12,1994-04-22,NA,NA,NA,"Michigan",79,215,6.5833333307
"2019-20",11,11,"MIA @ CLE",21900161,"W","A","Miami Heat","CLE",2019-11-14,1629735,"Chris Silva",8,2,3,0,0,0,0,4,2,1,3,0,0,1,2,3,-14,1996-09-19,NA,NA,NA,"South Carolina",80,234,6.666666664
"2019-20",11,10,"MIA @ CLE",21900161,"W","A","Miami Heat","CLE",2019-11-14,1629639,"Tyler Herro",22,4,7,2,4,6,6,16,0,1,1,1,0,1,4,1,9,2000-01-20,2019,1,13,"Kentucky",77,195,6.4166666641
"2019-20",11,11,"MIA @ CLE",21900161,"W","A","Miami Heat","CLE",2019-11-14,203482,"Kelly Olynyk",14,1,4,1,3,0,0,3,0,3,3,0,2,1,0,3,-10,1991-04-19,2013,1,13,"Gonzaga",83,240,6.9166666639
