"idGame","slugTeam","idTeam","teamName","cityTeam","minExact","ptsOffTOV","ptsSecondChance","ptsFastBreak","ptsPaint","ptsOffTOVOpponent","ptsSecondChanceOpponent","ptsFastBreakOpponent","ptsPaintOpponent","blk","blka","pf","pfd"
21900001,"TOR",1610612761,"Raptors","Toronto",265,22,19,20,56,20,9,13,38,3,9,24,34
21900001,"NOP",1610612740,"Pelicans","New Orleans",265,20,9,13,38,22,19,20,56,9,3,34,24
21900002,"LAL",1610612747,"Lakers","Los Angeles",240,17,6,5,40,25,12,22,42,7,5,24,25
21900002,"LAC",1610612746,"Clippers","LA",240,25,12,22,42,17,6,5,40,5,7,25,24
21900003,"CHI",1610612741,"Bulls","Chicago",240,29,17,21,78,13,12,25,42,4,4,20,18
21900003,"CHA",1610612766,"Hornets","Charlotte",240,13,12,25,42,29,17,21,78,4,4,18,20
21900004,"IND",1610612754,"Pacers","Indiana",240,17,19,8,50,14,17,12,46,6,6,28,21
21900004,"DET",1610612765,"Pistons","Detroit",240,14,17,12,46,17,19,8,50,6,6,21,28
21900005,"ORL",1610612753,"Magic","Orlando",240,11,8,14,50,11,7,10,42,4,2,18,15
21900005,"CLE",1610612739,"Cavaliers","Cleveland",240,11,7,10,42,11,8,14,50,2,4,15,18
21900006,"MIN",1610612750,"Timberwolves","Minnesota",265,15,14,8,60,14,8,20,60,4,9,22,30
21900006,"BKN",1610612751,"Nets","Brooklyn",265,14,8,20,60,15,14,8,60,9,4,30,22
21900007,"MIA",1610612748,"Heat","Miami",240,24,16,12,60,24,15,20,56,8,7,33,31
21900007,"MEM",1610612763,"Grizzlies","Memphis",240,24,15,20,56,24,16,12,60,7,8,31,33
21900008,"PHI",1610612755,"76ers","Philadelphia",240,11,17,14,58,20,16,8,44,7,2,34,29
21900008,"BOS",1610612738,"Celtics","Boston",240,20,16,8,44,11,17,14,58,2,7,29,34
21900009,"WAS",1610612764,"Wizards","Washington",240,17,19,20,44,18,12,14,36,3,5,32,22
21900009,"DAL",1610612742,"Mavericks","Dallas",240,18,12,14,36,17,19,20,44,5,3,22,32
21900010,"SAS",1610612759,"Spurs","San Antonio",240,16,15,30,54,32,6,29,58,5,1,18,32
21900010,"NYK",1610612752,"Knicks","New York",240,32,6,29,58,16,15,30,54,1,5,32,18
21900011,"UTA",1610612762,"Jazz","Utah",240,10,8,18,58,8,11,7,34,5,4,31,23
21900011,"OKC",1610612760,"Thunder","Oklahoma City",240,8,11,7,34,10,8,18,58,4,5,23,31
21900012,"SAC",1610612758,"Kings","Sacramento",240,6,15,11,34,35,18,27,68,5,9,24,25
21900012,"PHX",1610612756,"Suns","Phoenix",240,35,18,27,68,6,15,11,34,9,5,25,24
21900013,"POR",1610612757,"Trail Blazers","Portland",240,18,23,12,54,12,7,10,22,4,4,25,23
21900013,"DEN",1610612743,"Nuggets","Denver",240,12,7,10,22,18,23,12,54,4,4,23,25
21900014,"DET",1610612765,"Pistons","Detroit",240,13,10,4,36,20,10,18,60,5,2,20,15
21900014,"ATL",1610612737,"Hawks","Atlanta",240,20,10,18,60,13,10,4,36,2,5,15,20
21900015,"MIL",1610612749,"Bucks","Milwaukee",240,21,11,17,46,10,13,27,34,10,6,27,25
21900015,"HOU",1610612745,"Rockets","Houston",240,10,13,27,34,21,11,17,46,6,10,25,27
21900016,"LAC",1610612746,"Clippers","LA",240,14,6,19,58,20,13,25,40,5,0,24,21
21900016,"GSW",1610612744,"Warriors","Golden State",240,20,13,25,40,14,6,19,58,0,5,21,24
21900017,"TOR",1610612761,"Raptors","Toronto",240,8,2,11,36,26,21,11,54,6,8,28,20
21900017,"BOS",1610612738,"Celtics","Boston",240,26,21,11,54,8,2,11,36,8,6,20,28
21900018,"MIN",1610612750,"Timberwolves","Minnesota",240,22,17,8,56,16,7,14,44,6,5,21,29
21900018,"CHA",1610612766,"Hornets","Charlotte",240,16,7,14,44,22,17,8,56,5,6,29,21
21900019,"NYK",1610612752,"Knicks","New York",240,22,15,13,32,31,12,21,34,4,2,31,26
21900019,"BKN",1610612751,"Nets","Brooklyn",240,31,12,21,34,22,15,13,32,2,4,26,31
21900020,"MEM",1610612763,"Grizzlies","Memphis",240,11,19,16,56,17,15,25,52,6,7,21,21
21900020,"CHI",1610612741,"Bulls","Chicago",240,17,15,25,52,11,19,16,56,7,6,21,21
21900021,"NOP",1610612740,"Pelicans","New Orleans",240,17,9,15,54,20,12,28,56,3,7,22,19
21900021,"DAL",1610612742,"Mavericks","Dallas",240,20,12,28,56,17,9,15,54,7,3,19,22
21900022,"WAS",1610612764,"Wizards","Washington",240,17,13,10,46,11,3,7,42,6,6,21,18
21900022,"OKC",1610612760,"Thunder","Oklahoma City",240,11,3,7,42,17,13,10,46,6,6,18,21
21900023,"PHX",1610612756,"Suns","Phoenix",265,14,7,10,48,23,10,14,48,1,12,35,26
21900023,"DEN",1610612743,"Nuggets","Denver",265,23,10,14,48,14,7,10,48,12,1,26,35
21900024,"SAC",1610612758,"Kings","Sacramento",240,21,19,10,38,24,12,4,46,2,5,26,23
21900024,"POR",1610612757,"Trail Blazers","Portland",240,24,12,4,46,21,19,10,38,5,2,23,26
21900025,"UTA",1610612762,"Jazz","Utah",240,17,4,14,38,22,15,13,40,2,9,25,21
21900025,"LAL",1610612747,"Lakers","Los Angeles",240,22,15,13,40,17,4,14,38,9,2,21,25
21900026,"MIL",1610612749,"Bucks","Milwaukee",265,16,5,25,42,27,13,11,48,4,3,32,30
21900026,"MIA",1610612748,"Heat","Miami",265,27,13,11,48,16,5,25,42,3,4,30,32
21900027,"PHI",1610612755,"76ers","Philadelphia",240,31,6,7,50,23,12,10,54,3,7,26,28
21900027,"DET",1610612765,"Pistons","Detroit",240,23,12,10,54,31,6,7,50,7,3,28,26
21900028,"ORL",1610612753,"Magic","Orlando",240,19,23,8,50,10,13,14,60,7,9,15,26
21900028,"ATL",1610612737,"Hawks","Atlanta",240,10,13,14,60,19,23,8,50,9,7,26,15
21900029,"NYK",1610612752,"Knicks","New York",240,16,23,2,40,36,14,16,50,4,9,26,26
21900029,"BOS",1610612738,"Celtics","Boston",240,36,14,16,50,16,23,2,40,9,4,26,26
21900030,"IND",1610612754,"Pacers","Indiana",240,27,9,13,48,13,14,4,50,3,7,25,20
21900030,"CLE",1610612739,"Cavaliers","Cleveland",240,13,14,4,50,27,9,13,48,7,3,20,25
21900031,"TOR",1610612761,"Raptors","Toronto",240,18,6,25,38,20,15,7,38,12,2,25,22
21900031,"CHI",1610612741,"Bulls","Chicago",240,20,15,7,38,18,6,25,38,2,12,22,25
21900032,"NOP",1610612740,"Pelicans","New Orleans",240,25,16,13,48,20,19,17,60,2,4,30,22
21900032,"HOU",1610612745,"Rockets","Houston",240,20,19,17,60,25,16,13,48,4,2,22,30
21900033,"WAS",1610612764,"Wizards","Washington",240,15,14,12,46,13,18,13,62,8,7,15,19
21900033,"SAS",1610612759,"Spurs","San Antonio",240,13,18,13,62,15,14,12,46,7,8,19,15
21900034,"UTA",1610612762,"Jazz","Utah",240,17,7,12,46,20,6,4,36,1,3,22,19
21900034,"SAC",1610612758,"Kings","Sacramento",240,20,6,4,36,17,7,12,46,3,1,19,22
21900035,"PHX",1610612756,"Suns","Phoenix",240,20,13,16,48,20,12,15,44,3,4,34,32
21900035,"LAC",1610612746,"Clippers","LA",240,20,12,15,44,20,13,16,48,4,3,32,34
21900036,"OKC",1610612760,"Thunder","Oklahoma City",240,26,12,18,46,21,10,3,40,5,2,26,15
21900036,"GSW",1610612744,"Warriors","Golden State",240,21,10,3,40,26,12,18,46,2,5,15,26
21900037,"MEM",1610612763,"Grizzlies","Memphis",265,18,11,18,54,16,19,18,56,10,5,29,22
21900037,"BKN",1610612751,"Nets","Brooklyn",265,16,19,18,56,18,11,18,54,5,10,22,29
21900038,"POR",1610612757,"Trail Blazers","Portland",240,16,9,24,48,21,17,8,34,4,3,30,22
21900038,"DAL",1610612742,"Mavericks","Dallas",240,21,17,8,34,16,9,24,48,3,4,22,30
21900039,"MIN",1610612750,"Timberwolves","Minnesota",240,24,21,9,48,7,8,3,46,1,9,17,23
21900039,"MIA",1610612748,"Heat","Miami",240,7,8,3,46,24,21,9,48,9,1,23,17
21900040,"LAL",1610612747,"Lakers","Los Angeles",240,11,15,16,74,9,22,26,44,8,4,22,20
21900040,"CHA",1610612766,"Hornets","Charlotte",240,9,22,26,44,11,15,16,74,4,8,20,22
21900041,"IND",1610612754,"Pacers","Indiana",240,23,20,16,54,7,15,3,40,4,3,18,18
21900041,"DET",1610612765,"Pistons","Detroit",240,7,15,3,40,23,20,16,54,3,4,18,18
21900042,"NYK",1610612752,"Knicks","New York",240,14,26,8,50,18,13,13,46,6,5,19,22
21900042,"CHI",1610612741,"Bulls","Chicago",240,18,13,13,46,14,26,8,50,5,6,22,19
21900043,"PHI",1610612755,"76ers","Philadelphia",240,24,14,8,46,17,8,2,42,11,3,29,25
21900043,"ATL",1610612737,"Hawks","Atlanta",240,17,8,2,42,24,14,8,46,3,11,25,29
21900044,"TOR",1610612761,"Raptors","Toronto",240,13,4,21,36,18,11,12,36,2,6,20,20
21900044,"ORL",1610612753,"Magic","Orlando",240,18,11,12,36,13,4,21,36,6,2,20,20
21900045,"OKC",1610612760,"Thunder","Oklahoma City",240,13,20,12,54,18,14,10,56,3,6,27,24
21900045,"HOU",1610612745,"Rockets","Houston",240,18,14,10,56,13,20,12,54,6,3,24,27
21900046,"MIL",1610612749,"Bucks","Milwaukee",240,22,16,24,58,9,13,11,50,7,3,15,22
21900046,"CLE",1610612739,"Cavaliers","Cleveland",240,9,13,11,50,22,16,24,58,3,7,22,15
21900047,"NOP",1610612740,"Pelicans","New Orleans",240,21,13,19,62,20,30,15,66,7,2,20,22
21900047,"GSW",1610612744,"Warriors","Golden State",240,20,30,15,66,21,13,19,62,2,7,22,20
21900048,"SAS",1610612759,"Spurs","San Antonio",240,16,14,22,54,16,15,18,46,9,8,19,27
21900048,"POR",1610612757,"Trail Blazers","Portland",240,16,15,18,46,16,14,22,54,8,9,27,19
21900049,"UTA",1610612762,"Jazz","Utah",240,18,9,17,32,13,2,11,34,5,3,26,31
21900049,"PHX",1610612756,"Suns","Phoenix",240,13,2,11,34,18,9,17,32,3,5,31,26
21900050,"SAC",1610612758,"Kings","Sacramento",240,7,10,18,38,16,20,4,44,8,5,21,18
21900050,"DEN",1610612743,"Nuggets","Denver",240,16,20,4,44,7,10,18,38,5,8,18,21
21900051,"LAC",1610612746,"Clippers","LA",240,33,18,15,50,24,10,9,42,8,3,24,23
21900051,"CHA",1610612766,"Hornets","Charlotte",240,24,10,9,42,33,18,15,50,3,8,23,24
21900052,"MIA",1610612748,"Heat","Miami",240,17,13,12,34,24,13,6,44,6,7,22,29
21900052,"ATL",1610612737,"Hawks","Atlanta",240,24,13,6,44,17,13,12,34,7,6,29,22
21900053,"DEN",1610612743,"Nuggets","Denver",240,10,21,6,50,7,11,11,50,1,5,24,14
21900053,"DAL",1610612742,"Mavericks","Dallas",240,7,11,11,50,10,21,6,50,5,1,14,24
21900054,"MEM",1610612763,"Grizzlies","Memphis",240,10,19,12,44,30,16,27,46,3,8,27,19
21900054,"LAL",1610612747,"Lakers","Los Angeles",240,30,16,27,46,10,19,12,44,8,3,19,27
21900055,"CLE",1610612739,"Cavaliers","Cleveland",240,11,16,10,58,19,22,13,46,7,5,21,24
21900055,"CHI",1610612741,"Bulls","Chicago",240,19,22,13,46,11,16,10,58,5,7,24,21
21900056,"ORL",1610612753,"Magic","Orlando",240,13,15,11,32,13,13,0,26,6,10,17,15
21900056,"NYK",1610612752,"Knicks","New York",240,13,13,0,26,13,15,11,32,10,6,15,17
21900057,"PHI",1610612755,"76ers","Philadelphia",240,29,30,15,60,12,4,18,42,6,6,27,21
21900057,"MIN",1610612750,"Timberwolves","Minnesota",240,12,4,18,42,29,30,15,60,6,6,21,27
21900058,"MIL",1610612749,"Bucks","Milwaukee",240,12,10,7,34,18,8,11,34,4,4,21,20
21900058,"BOS",1610612738,"Celtics","Boston",240,18,8,11,34,12,10,7,34,4,4,20,21
21900059,"IND",1610612754,"Pacers","Indiana",240,28,12,5,52,16,11,7,60,2,5,24,19
21900059,"BKN",1610612751,"Nets","Brooklyn",240,16,11,7,60,28,12,5,52,5,2,19,24
21900060,"TOR",1610612761,"Raptors","Toronto",240,29,5,23,60,14,10,11,48,2,1,22,15
21900060,"DET",1610612765,"Pistons","Detroit",240,14,10,11,48,29,5,23,60,1,2,15,22
21900061,"WAS",1610612764,"Wizards","Washington",240,14,13,9,54,26,28,21,60,4,5,27,24
21900061,"HOU",1610612745,"Rockets","Houston",240,26,28,21,60,14,13,9,54,5,4,24,27
21900062,"POR",1610612757,"Trail Blazers","Portland",240,9,7,18,26,18,16,5,48,8,2,30,21
21900062,"OKC",1610612760,"Thunder","Oklahoma City",240,18,16,5,48,9,7,18,26,2,8,21,30
21900063,"UTA",1610612762,"Jazz","Utah",240,27,6,11,52,13,12,7,48,5,4,18,22
21900063,"LAC",1610612746,"Clippers","LA",240,13,12,7,48,27,6,11,52,4,5,22,18
21900064,"SAC",1610612758,"Kings","Sacramento",240,29,26,19,54,17,12,8,60,5,3,19,17
21900064,"CHA",1610612766,"Hornets","Charlotte",240,17,12,8,60,29,26,19,54,3,5,17,19
21900065,"PHX",1610612756,"Suns","Phoenix",240,29,18,20,58,20,14,23,54,4,6,22,22
21900065,"GSW",1610612744,"Warriors","Golden State",240,20,14,23,54,29,18,20,58,6,4,22,22
21900066,"MIA",1610612748,"Heat","Miami",240,17,14,14,48,26,17,16,54,9,5,18,15
21900066,"ATL",1610612737,"Hawks","Atlanta",240,26,17,16,54,17,14,14,48,5,9,15,18
21900067,"NOP",1610612740,"Pelicans","New Orleans",240,17,5,37,48,25,5,20,60,4,3,21,24
21900067,"DEN",1610612743,"Nuggets","Denver",240,25,5,20,60,17,5,37,48,3,4,24,21
21900068,"SAS",1610612759,"Spurs","San Antonio",240,9,4,20,44,23,17,13,54,5,1,28,23
21900068,"LAC",1610612746,"Clippers","LA",240,23,17,13,54,9,4,20,44,1,5,23,28
21900069,"HOU",1610612745,"Rockets","Houston",240,25,12,15,52,22,5,17,46,4,7,21,21
21900069,"BKN",1610612751,"Nets","Brooklyn",240,22,5,17,46,25,12,15,52,7,4,21,21
21900070,"IND",1610612754,"Pacers","Indiana",240,10,14,18,56,14,2,16,38,10,1,24,21
21900070,"CLE",1610612739,"Cavaliers","Cleveland",240,14,2,16,38,10,14,18,56,1,10,21,24
21900071,"ORL",1610612753,"Magic","Orlando",240,18,9,2,32,27,12,36,54,3,4,16,19
21900071,"MIL",1610612749,"Bucks","Milwaukee",240,27,12,36,54,18,9,2,32,4,3,19,16
21900072,"NYK",1610612752,"Knicks","New York",240,12,20,17,38,6,5,16,34,4,4,23,16
21900072,"BOS",1610612738,"Celtics","Boston",240,6,5,16,34,12,20,17,38,4,4,16,23
21900073,"DET",1610612765,"Pistons","Detroit",240,19,11,13,66,19,14,8,40,8,1,21,18
21900073,"CHI",1610612741,"Bulls","Chicago",240,19,14,8,40,19,11,13,66,1,8,18,21
21900074,"LAL",1610612747,"Lakers","Los Angeles",265,30,10,19,66,15,17,6,46,7,1,21,21
21900074,"DAL",1610612742,"Mavericks","Dallas",265,15,17,6,46,30,10,19,66,1,7,21,21
21900075,"UTA",1610612762,"Jazz","Utah",240,14,8,5,38,28,13,10,52,5,3,18,23
21900075,"SAC",1610612758,"Kings","Sacramento",240,28,13,10,52,14,8,5,38,3,5,23,18
21900076,"SAS",1610612759,"Spurs","San Antonio",240,14,23,14,40,10,8,16,44,2,2,19,22
21900076,"GSW",1610612744,"Warriors","Golden State",240,10,8,16,44,14,23,14,40,2,2,22,19
21900077,"OKC",1610612760,"Thunder","Oklahoma City",240,21,14,8,46,15,21,7,52,11,5,20,25
21900077,"NOP",1610612740,"Pelicans","New Orleans",240,15,21,7,52,21,14,8,46,5,11,25,20
21900078,"DET",1610612765,"Pistons","Detroit",240,14,13,8,54,9,16,13,58,7,4,18,24
21900078,"BKN",1610612751,"Nets","Brooklyn",240,9,16,13,58,14,13,8,54,4,7,24,18
21900079,"ORL",1610612753,"Magic","Orlando",240,21,9,11,48,18,13,3,30,7,3,25,14
21900079,"DEN",1610612743,"Nuggets","Denver",240,18,13,3,30,21,9,11,48,3,7,14,25
21900080,"WAS",1610612764,"Wizards","Washington",240,22,9,8,24,20,13,16,56,4,10,18,23
21900080,"MIN",1610612750,"Timberwolves","Minnesota",240,20,13,16,56,22,9,8,24,10,4,23,18
21900081,"PHX",1610612756,"Suns","Phoenix",240,24,17,17,48,14,15,14,62,2,8,20,23
21900081,"MEM",1610612763,"Grizzlies","Memphis",240,14,15,14,62,24,17,17,48,8,2,23,20
21900082,"TOR",1610612761,"Raptors","Toronto",240,11,5,16,30,19,18,14,50,6,7,22,22
21900082,"MIL",1610612749,"Bucks","Milwaukee",240,19,18,14,50,11,5,16,30,7,6,22,22
21900083,"GSW",1610612744,"Warriors","Golden State",240,11,8,10,34,15,15,7,56,5,1,22,15
21900083,"CHA",1610612766,"Hornets","Charlotte",240,15,15,7,56,11,8,10,34,1,5,15,22
21900084,"POR",1610612757,"Trail Blazers","Portland",240,11,5,14,40,24,19,23,84,4,8,21,23
21900084,"PHI",1610612755,"76ers","Philadelphia",240,24,19,23,84,11,5,14,40,8,4,23,21
21900085,"IND",1610612754,"Pacers","Indiana",240,15,13,6,52,20,9,11,52,10,2,24,21
21900085,"CHI",1610612741,"Bulls","Chicago",240,20,9,11,52,15,13,6,52,2,10,21,24
21900086,"MIA",1610612748,"Heat","Miami",240,27,11,25,52,22,7,6,30,7,5,21,24
21900086,"HOU",1610612745,"Rockets","Houston",240,22,7,6,30,27,11,25,52,5,7,24,21
21900087,"SAC",1610612758,"Kings","Sacramento",240,12,10,9,42,17,18,9,40,5,5,29,23
21900087,"NYK",1610612752,"Knicks","New York",240,17,18,9,40,12,10,9,42,5,5,23,29
21900088,"SAS",1610612759,"Spurs","San Antonio",240,23,3,20,36,5,16,15,50,4,10,18,22
21900088,"LAL",1610612747,"Lakers","Los Angeles",240,5,16,15,50,23,3,20,36,10,4,22,18
21900089,"DAL",1610612742,"Mavericks","Dallas",240,15,19,10,52,16,14,9,28,6,4,21,14
21900089,"CLE",1610612739,"Cavaliers","Cleveland",240,16,14,9,28,15,19,10,52,4,6,14,21
21900090,"UTA",1610612762,"Jazz","Utah",240,9,8,4,34,15,29,11,46,6,6,30,25
21900090,"LAC",1610612746,"Clippers","LA",240,15,29,11,46,9,8,4,34,6,6,25,30
21900091,"WAS",1610612764,"Wizards","Washington",240,17,19,7,48,12,11,11,34,7,9,23,20
21900091,"DET",1610612765,"Pistons","Detroit",240,12,11,11,34,17,19,7,48,9,7,20,23
21900092,"NOP",1610612740,"Pelicans","New Orleans",240,22,13,16,48,32,20,23,58,5,3,26,18
21900092,"BKN",1610612751,"Nets","Brooklyn",240,32,20,23,58,22,13,16,48,3,5,18,26
21900093,"MEM",1610612763,"Grizzlies","Memphis",240,29,10,25,66,17,16,12,36,7,5,21,21
21900093,"HOU",1610612745,"Rockets","Houston",240,17,16,12,36,29,10,25,66,5,7,21,21
21900094,"MIN",1610612750,"Timberwolves","Minnesota",240,15,9,10,38,20,21,14,62,4,6,23,20
21900094,"MIL",1610612749,"Bucks","Milwaukee",240,20,21,14,62,15,9,10,38,6,4,20,23
21900095,"PHX",1610612756,"Suns","Phoenix",240,23,4,15,48,19,6,8,32,5,2,24,29
21900095,"PHI",1610612755,"76ers","Philadelphia",240,19,6,8,32,23,4,15,48,2,5,29,24
21900096,"POR",1610612757,"Trail Blazers","Portland",240,6,14,17,60,3,12,8,44,6,4,23,17
21900096,"GSW",1610612744,"Warriors","Golden State",240,3,12,8,44,6,14,17,60,4,6,17,23
21900097,"IND",1610612754,"Pacers","Indiana",265,19,7,10,58,20,17,12,60,7,4,34,17
21900097,"CHA",1610612766,"Hornets","Charlotte",265,20,17,12,60,19,7,10,58,4,7,17,34
21900098,"CLE",1610612739,"Cavaliers","Cleveland",240,11,15,11,44,5,7,6,60,6,12,18,23
21900098,"BOS",1610612738,"Celtics","Boston",240,5,7,6,60,11,15,11,44,12,6,23,18
21900099,"SAS",1610612759,"Spurs","San Antonio",240,14,11,8,34,15,10,11,50,8,5,17,20
21900099,"ATL",1610612737,"Hawks","Atlanta",240,15,10,11,50,14,11,8,34,5,8,20,17
21900100,"LAL",1610612747,"Lakers","Los Angeles",240,20,14,14,52,23,13,26,48,10,4,18,21
21900100,"CHI",1610612741,"Bulls","Chicago",240,23,13,26,48,20,14,14,52,4,10,21,18
21900101,"ORL",1610612753,"Magic","Orlando",240,15,16,4,44,21,16,5,42,8,5,24,23
21900101,"OKC",1610612760,"Thunder","Oklahoma City",240,21,16,5,42,15,16,4,44,5,8,23,24
21900102,"MIA",1610612748,"Heat","Miami",240,20,9,11,46,20,12,18,56,5,3,21,21
21900102,"DEN",1610612743,"Nuggets","Denver",240,20,12,18,56,20,9,11,46,3,5,21,21
21900103,"NYK",1610612752,"Knicks","New York",240,15,8,7,42,17,10,14,54,4,1,20,17
21900103,"DET",1610612765,"Pistons","Detroit",240,17,10,14,54,15,8,7,42,1,4,17,20
21900104,"WAS",1610612764,"Wizards","Washington",240,22,15,15,40,28,21,24,46,3,3,26,25
21900104,"IND",1610612754,"Pacers","Indiana",240,28,21,24,46,22,15,15,40,3,3,25,26
21900105,"CHI",1610612741,"Bulls","Chicago",240,31,8,18,48,23,9,6,46,9,3,30,26
21900105,"ATL",1610612737,"Hawks","Atlanta",240,23,9,6,46,31,8,18,48,3,9,26,30
21900106,"TOR",1610612761,"Raptors","Toronto",240,19,2,18,52,12,13,10,32,4,7,20,23
21900106,"SAC",1610612758,"Kings","Sacramento",240,12,13,10,32,19,2,18,52,7,4,23,20
21900107,"HOU",1610612745,"Rockets","Houston",240,17,23,12,44,20,16,9,40,9,1,20,12
21900107,"GSW",1610612744,"Warriors","Golden State",240,20,16,9,40,17,23,12,44,1,9,12,20
21900108,"MIN",1610612750,"Timberwolves","Minnesota",240,18,12,13,50,9,17,26,66,7,3,22,22
21900108,"MEM",1610612763,"Grizzlies","Memphis",240,9,17,26,66,18,12,13,50,3,7,22,22
21900109,"ORL",1610612753,"Magic","Orlando",240,15,15,22,60,9,17,12,46,10,1,30,23
21900109,"DAL",1610612742,"Mavericks","Dallas",240,9,17,12,46,15,15,22,60,1,10,23,30
21900110,"UTA",1610612762,"Jazz","Utah",240,18,15,13,48,17,10,9,44,4,3,21,20
21900110,"PHI",1610612755,"76ers","Philadelphia",240,17,10,9,44,18,15,13,48,3,4,20,21
21900111,"MIL",1610612749,"Bucks","Milwaukee",240,14,16,17,42,23,15,16,50,11,3,28,28
21900111,"LAC",1610612746,"Clippers","LA",240,23,15,16,50,14,16,17,42,3,11,28,28
21900112,"CHA",1610612766,"Hornets","Charlotte",240,12,7,8,50,17,6,13,54,9,5,19,19
21900112,"BOS",1610612738,"Celtics","Boston",240,17,6,13,54,12,7,8,50,5,9,19,19
21900113,"SAS",1610612759,"Spurs","San Antonio",240,18,6,13,48,6,2,18,48,3,2,21,14
21900113,"OKC",1610612760,"Thunder","Oklahoma City",240,6,2,18,48,18,6,13,48,2,3,14,21
21900114,"PHX",1610612756,"Suns","Phoenix",240,12,12,12,52,22,9,10,50,3,5,21,28
21900114,"MIA",1610612748,"Heat","Miami",240,22,9,10,50,12,12,12,52,5,3,28,21
21900115,"POR",1610612757,"Trail Blazers","Portland",240,18,12,16,40,16,23,20,60,4,12,27,14
21900115,"LAC",1610612746,"Clippers","LA",240,16,23,20,60,18,12,16,40,12,4,14,27
21900116,"IND",1610612754,"Pacers","Indiana",240,22,15,20,58,14,18,14,40,8,4,16,26
21900116,"DET",1610612765,"Pistons","Detroit",240,14,18,14,40,22,15,20,58,4,8,26,16
21900117,"ORL",1610612753,"Magic","Orlando",240,22,20,13,62,16,8,14,34,10,5,17,22
21900117,"MEM",1610612763,"Grizzlies","Memphis",240,16,8,14,34,22,20,13,62,5,10,22,17
21900118,"WAS",1610612764,"Wizards","Washington",240,11,19,8,54,19,23,10,62,5,5,24,17
21900118,"CLE",1610612739,"Cavaliers","Cleveland",240,19,23,10,62,11,19,8,54,5,5,17,24
21900119,"SAC",1610612758,"Kings","Sacramento",240,21,12,15,36,12,15,6,66,7,6,19,19
21900119,"ATL",1610612737,"Hawks","Atlanta",240,12,15,6,66,21,12,15,36,6,7,19,19
21900120,"MIN",1610612750,"Timberwolves","Minnesota",265,30,35,4,70,18,13,8,34,10,9,23,26
21900120,"GSW",1610612744,"Warriors","Golden State",265,18,13,8,34,30,35,4,70,9,10,26,23
21900121,"TOR",1610612761,"Raptors","Toronto",240,25,13,38,42,21,18,14,56,3,6,24,23
21900121,"NOP",1610612740,"Pelicans","New Orleans",240,21,18,14,56,25,13,38,42,6,3,23,24
21900122,"NYK",1610612752,"Knicks","New York",240,15,12,15,28,5,3,9,38,3,6,20,21
21900122,"DAL",1610612742,"Mavericks","Dallas",240,5,3,9,38,15,12,15,28,6,3,21,20
21900123,"PHI",1610612755,"76ers","Philadelphia",240,14,12,6,32,21,4,18,46,8,11,19,16
21900123,"DEN",1610612743,"Nuggets","Denver",240,21,4,18,46,14,12,6,32,11,8,16,19
21900124,"UTA",1610612762,"Jazz","Utah",240,18,12,10,32,21,18,12,46,1,4,27,26
21900124,"MIL",1610612749,"Bucks","Milwaukee",240,21,18,12,46,18,12,10,32,4,1,26,27
21900125,"POR",1610612757,"Trail Blazers","Portland",240,14,12,14,48,9,31,11,48,9,9,24,25
21900125,"BKN",1610612751,"Nets","Brooklyn",240,9,31,11,48,14,12,14,48,9,9,25,24
21900126,"MIA",1610612748,"Heat","Miami",240,17,8,12,44,11,17,4,54,2,5,12,24
21900126,"LAL",1610612747,"Lakers","Los Angeles",240,11,17,4,54,17,8,12,44,5,2,24,12
21900127,"SAS",1610612759,"Spurs","San Antonio",240,7,19,10,30,19,10,21,60,8,11,22,25
21900127,"BOS",1610612738,"Celtics","Boston",240,19,10,21,60,7,19,10,30,11,8,25,22
21900128,"NOP",1610612740,"Pelicans","New Orleans",240,25,7,14,44,31,16,15,46,6,2,28,27
21900128,"CHA",1610612766,"Hornets","Charlotte",240,31,16,15,46,25,7,14,44,2,6,27,28
21900129,"HOU",1610612745,"Rockets","Houston",240,20,12,28,34,23,10,25,64,7,5,21,22
21900129,"CHI",1610612741,"Bulls","Chicago",240,23,10,25,64,20,12,28,34,5,7,22,21
21900130,"MEM",1610612763,"Grizzlies","Memphis",240,21,9,12,60,33,18,12,60,6,5,22,14
21900130,"DAL",1610612742,"Mavericks","Dallas",240,33,18,12,60,21,9,12,60,5,6,14,22
21900131,"OKC",1610612760,"Thunder","Oklahoma City",240,18,12,7,42,32,9,11,50,5,6,17,18
21900131,"GSW",1610612744,"Warriors","Golden State",240,32,9,11,50,18,12,7,42,6,5,18,17
21900132,"MIN",1610612750,"Timberwolves","Minnesota",265,18,14,8,52,13,16,5,48,10,4,23,30
21900132,"DEN",1610612743,"Nuggets","Denver",265,13,16,5,48,18,14,8,52,4,10,30,23
21900133,"ORL",1610612753,"Magic","Orlando",240,16,12,12,42,20,14,3,48,11,3,10,13
21900133,"IND",1610612754,"Pacers","Indiana",240,20,14,3,48,16,12,12,42,3,11,13,10
21900134,"PHI",1610612755,"76ers","Philadelphia",240,15,14,8,58,26,10,14,42,5,1,16,19
21900134,"CHA",1610612766,"Hornets","Charlotte",240,26,10,14,42,15,14,8,58,1,5,19,16
21900135,"OKC",1610612760,"Thunder","Oklahoma City",240,23,3,5,38,10,12,11,66,4,4,20,21
21900135,"MIL",1610612749,"Bucks","Milwaukee",240,10,12,11,66,23,3,5,38,4,4,21,20
