"typeResult","idGame","slugTeam","namePlayer","groupStartPosition","idTeam","idPlayer","pctAST","pctOREB","pctDREB","pctTREB","pctTOVTeam","pctEFG","pctTS","pctUSG","pctUSGE","cityTeam","isStarter","minExact","ortgE","ortg","drtgE","drtg","netrtgE","netrtg","ratioASTtoTOV","ratioAST","paceE","pace","PACE_PER40","possessions","ratioPIE"
"player",21900255,"ORL","Markelle Fultz","G",1610612753,1628365,0.182,0.031,0.077,0.052,15.8,0.625,0.625,0.205,0.21,"Orlando",TRUE,28.3833333333333,113.1,115.6,102.7,98.4,10.5,17.2,1.33,21.1,107.18,108.23,90.19,64,0.086
"player",21900255,"ORL","Terrence Ross",NA,1610612753,203082,0.182,0,0.211,0.091,0,0.625,0.643,0.235,0.235,"Orlando",TRUE,22.7166666666667,100.1,102.1,95.5,94,4.6,8.1,0,14.3,103.71,103.54,86.28,48,0.192
"player",21900255,"ORL","Al-Farouq Aminu",NA,1610612753,202329,0.067,0,0.105,0.05,0,0,0,0.065,0.066,"Orlando",TRUE,20.6,90.1,89.1,93.1,91.5,-3,-2.4,0,25,106.86,108.35,90.29,46,0.007
"player",21900255,"ORL","D.J. Augustin",NA,1610612753,201571,0.455,0,0.071,0.039,9.5,0.375,0.45,0.177,0.181,"Orlando",TRUE,29.55,115.5,115,108.3,108.2,7.3,6.8,5,47.6,98.01,98.27,81.9,60,0.114
"player",21900255,"ORL","Mo Bamba",NA,1610612753,1628964,0.133,0,0.211,0.1,20,1.25,1.25,0.163,0.163,"Orlando",TRUE,22.9333333333333,114.4,114.3,105.8,104.1,8.6,10.2,1,20,101.68,102.56,85.47,49,0.147
"player",21900255,"CLE","Cedi Osman","F",1610612739,1626224,0.048,0.037,0.056,0.048,11.8,0.364,0.513,0.198,0.202,"Cleveland",TRUE,31.7333333333333,106.9,104.2,110.8,111.4,-3.9,-7.2,0.5,5.9,105.61,106.64,88.87,71,0.052
"player",21900255,"CLE","Kevin Love","F",1610612739,201567,0.059,0,0.185,0.111,15.4,0.444,0.455,0.203,0.208,"Cleveland",TRUE,24.1166666666667,110.4,107.7,123.6,128,-13.2,-20.3,0.5,7.7,101.98,101.51,84.59,52,0.046
"player",21900255,"CLE","Tristan Thompson","C",1610612739,202684,0.111,0.179,0.286,0.238,8.3,0.714,0.742,0.127,0.129,"Cleveland",TRUE,31.3833333333333,103.9,101.4,116.7,118.8,-12.8,-17.4,2,16.7,105.26,105.53,87.94,69,0.188
"player",21900255,"CLE","Collin Sexton","G",1610612739,1629012,0.353,0.107,0.114,0.111,19.2,0.607,0.653,0.244,0.252,"Cleveland",TRUE,32.2,108.3,104.2,116.9,118.3,-8.6,-14.1,1.2,23.1,105.15,106.58,88.82,72,0.138
"player",21900255,"CLE","Darius Garland","G",1610612739,1629636,0.056,0,0.029,0.016,42.1,0.75,0.82,0.228,0.233,"Cleveland",TRUE,31.3833333333333,103.9,101.4,116.7,118.8,-12.8,-17.4,0.13,5.3,105.26,105.53,87.94,69,0.031
"player",21900255,"CLE","Jordan Clarkson",NA,1610612739,203903,0.333,0,0.214,0.1,17.6,0.318,0.35,0.368,0.384,"Cleveland",TRUE,15.8,84.2,85.3,95.1,94.1,-10.9,-8.8,1,17.6,103.41,103.29,86.08,34,0.038
"player",21900255,"CLE","Larry Nance Jr.",NA,1610612739,1626204,0.071,0.111,0.318,0.204,0,0.625,0.619,0.145,0.15,"Cleveland",TRUE,25.1,91,90.9,100.5,100,-9.5,-9.1,0,10,105.83,106.14,88.45,55,0.203
"player",21900255,"CLE","Kevin Porter Jr.",NA,1610612739,1629645,0.308,0,0.25,0.114,14.3,0.375,0.375,0.222,0.231,"Cleveland",TRUE,18.7333333333333,94.2,95,99.8,100,-5.6,-5,2,28.6,103,102.49,85.41,40,0.072
"player",21900255,"CLE","Matthew Dellavedova",NA,1610612739,203521,0.077,0,0,0,20,0.333,0.333,0.1,0.104,"Cleveland",TRUE,16.6166666666667,93.6,94.4,96.6,97.1,-3,-2.7,1,20,103.3,102.55,85.46,36,-0.035
"player",21900255,"CLE","Alfonzo McKinnie",NA,1610612739,1628035,0,0,0.091,0.042,33.3,1.25,1.25,0.1,0.102,"Cleveland",TRUE,12.9333333333333,84.4,88.9,99.3,100,-14.9,-11.1,0,0,105.11,102.06,85.05,27,0.095
"player",21900256,"UTA","Bojan Bogdanovic","F",1610612762,202711,0.1,0.026,0.118,0.068,23.1,0.769,0.841,0.273,0.272,"Utah",TRUE,37.7833333333333,106,106.3,129,132.5,-23,-26.2,0.33,7.7,102.52,101,84.16,79,0.153
"player",21900256,"UTA","Royce O'Neale","F",1610612762,1626220,0.087,0,0.038,0.021,0,0,0,0.07,0.07,"Utah",TRUE,26.75,117.3,117,121.3,125.9,-3.9,-8.9,0,33.3,97.72,96,80,53,-0.036
"player",21900256,"UTA","Rudy Gobert","C",1610612762,203497,0,0.167,0.296,0.228,14.3,0.556,0.601,0.2,0.2,"Utah",TRUE,30.3,111,111.3,125.4,128.1,-14.4,-16.8,0,0,101.04,99.8,83.17,62,0.101
"player",21900256,"UTA","Donovan Mitchell","G",1610612762,1628378,0.083,0,0,0,0,0.478,0.525,0.343,0.349,"Utah",TRUE,30.6,110.2,107.9,126.2,127,-15.9,-19,0,4,98.1,98.82,82.35,63,0.101
"player",21900256,"UTA","Mike Conley","G",1610612762,201144,0.278,0.071,0.174,0.118,13.3,0.313,0.313,0.156,0.156,"Utah",TRUE,28.05,110.7,110.5,134.4,137.3,-23.7,-26.8,2.5,33.3,100.28,99.25,82.71,57,0.041
"player",21900256,"UTA","Joe Ingles",NA,1610612762,204060,0.125,0,0.08,0.036,8.3,0.667,0.667,0.145,0.146,"Utah",TRUE,28.1166666666667,94.3,93.5,117.5,119.4,-23.2,-25.8,2,16.7,106.22,105.84,88.2,62,0.12
"player",21900256,"UTA","Emmanuel Mudiay",NA,1610612762,1626144,0.333,0,0.154,0.071,0,0.167,0.167,0.188,0.193,"Utah",TRUE,13.2833333333333,92.8,90,97,96.6,-4.1,-6.6,0,33.3,104.72,106.6,88.83,30,0.022
"player",21900256,"UTA","Jeff Green",NA,1610612762,201145,0.167,0.111,0.286,0.188,0,0.333,0.387,0.216,0.225,"Utah",TRUE,15.2166666666667,76.9,73.5,97.8,100,-20.9,-26.5,0,11.1,106.12,107.25,89.38,34,0.106
"player",21900256,"UTA","Georges Niang",NA,1610612762,1627777,0.1,0,0.111,0.059,37.5,0.625,0.625,0.179,0.185,"Utah",TRUE,15.6166666666667,80.6,77.8,80.6,77.8,0,0,0.33,12.5,106.84,110.65,92.21,36,0.022
"player",21900256,"UTA","Tony Bradley",NA,1610612762,1628396,0,0,0,0,0,1,1,0.091,0.088,"Utah",TRUE,5.38333333333333,123.7,127.3,82.7,75,41,52.3,0,0,98.97,102.54,85.45,11,0.111
"player",21900256,"UTA","Dante Exum",NA,1610612762,203957,1,0,0.286,0.25,33.3,0,0,0.167,0.167,"Utah",TRUE,2.96666666666667,66.7,66.7,72.7,71.4,-6,-4.8,2,66.7,104.2,105.17,87.64,6,0.667
"player",21900256,"UTA","Miye Oni",NA,1610612762,1629671,0,0,0,0,100,0,0,0.167,0.167,"Utah",TRUE,2.96666666666667,66.7,66.7,72.7,71.4,-6,-4.8,0,0,104.2,105.17,87.64,6,-0.222
"player",21900256,"UTA","Juwan Morgan",NA,1610612762,1629752,0,0,0.143,0.125,0,0,0,0,0,"Utah",TRUE,2.96666666666667,66.7,66.7,72.7,71.4,-6,-4.8,0,0,104.2,105.17,87.64,6,0
"player",21900256,"IND","T.J. Warren","F",1610612754,203933,0.037,0,0,0,0,0.688,0.7,0.205,0.209,"Indiana",TRUE,32.5833333333333,130.1,130.9,116.1,116.9,14.1,14,0,5.9,98.59,97.94,81.62,68,0.112
"player",21900256,"IND","Domantas Sabonis","F",1610612754,1627734,0.034,0.154,0.267,0.214,9.5,0.6,0.652,0.25,0.255,"Indiana",TRUE,32.9,132.3,138.8,113.4,113.6,18.9,25.2,0.5,4.8,99.5,97.02,80.85,67,0.173
"player",21900256,"IND","Myles Turner","C",1610612754,1626167,0,0.056,0.158,0.108,25,0.667,0.667,0.145,0.146,"Indiana",TRUE,24.5833333333333,141,142.9,116.6,114.6,24.4,28.3,0,0,94.5,94.7,78.92,49,0.036
"player",21900256,"IND","Jeremy Lamb","G",1610612754,203087,0.2,0.037,0.233,0.14,4.3,0.533,0.567,0.218,0.226,"Indiana",TRUE,31.8,136.7,139.4,107.4,107.8,29.3,31.6,6,26.1,99.26,98.11,81.76,66,0.159
"player",21900256,"IND","Malcolm Brogdon","G",1610612754,1627763,0.32,0.083,0.074,0.078,3.7,0.611,0.597,0.26,0.27,"Indiana",TRUE,29.55,138.1,141,121.5,122,16.5,18.9,8,29.6,98.7,97.46,81.22,61,0.167
"player",21900256,"IND","Justin Holiday",NA,1610612754,203200,0.053,0,0.148,0.082,25,1,1.064,0.056,0.057,"Indiana",TRUE,21.3833333333333,96.9,102.1,89.9,87.8,7,14.4,1,25,109.27,107.75,89.79,47,0.101
"player",21900256,"IND","Aaron Holiday",NA,1610612754,1628988,0,0,0.05,0.025,25,0.167,0.167,0.178,0.192,"Indiana",TRUE,16.8166666666667,80.2,77.5,92.7,89.7,-12.5,-12.2,0,0,109.08,112.79,93.99,40,-0.073
"player",21900256,"IND","T.J. McConnell",NA,1610612754,204456,0.4,0,0.1,0.048,18.8,0.625,0.676,0.255,0.268,"Indiana",TRUE,18.45,83.8,81.4,73.6,69.8,10.2,11.6,1.33,25,107.34,111.87,93.22,43,0.259
"player",21900256,"IND","Doug McDermott",NA,1610612754,203926,0,0,0.118,0.063,0,0.5,0.5,0.105,0.108,"Indiana",TRUE,16.0666666666667,92.2,94.4,70.4,67.6,21.8,26.9,0,0,108.15,109.05,90.87,36,0.041
"player",21900256,"IND","Goga Bitadze",NA,1610612754,1629048,0.25,0.133,0.154,0.143,0,0.25,0.307,0.167,0.174,"Indiana",TRUE,11.5333333333333,81.5,77.8,85,81.5,-3.5,-3.7,0,28.6,107.46,112.37,93.64,27,0.1
"player",21900256,"IND","TJ Leaf",NA,1610612754,1628388,0,0.167,0,0.143,0,0.5,0.5,0.222,0.254,"Indiana",TRUE,2.16666666666667,61.5,50,80,80,-18.5,-30,0,0,109.44,121.85,101.54,6,0.455
"player",21900256,"IND","Alize Johnson",NA,1610612754,1628993,0,0,0,0,0,0,0,0.111,0.127,"Indiana",TRUE,2.16666666666667,61.5,50,80,80,-18.5,-30,0,0,109.44,121.85,101.54,6,-0.182
"player",21900257,"SAC","Harrison Barnes","F",1610612758,203084,0.222,0,0.243,0.108,0,0.464,0.47,0.167,0.167,"Sacramento",TRUE,39.4333333333333,91.9,95.2,97.8,96.4,-5.9,-1.2,0,28.6,102.71,101.64,84.7,83,0.13
"player",21900257,"SAC","Nemanja Bjelica","F",1610612758,202357,0.077,0.053,0.08,0.063,15.4,0.35,0.35,0.185,0.199,"Sacramento",TRUE,25.8333333333333,69.4,66.1,105.1,105.7,-35.7,-39.6,0.5,7.7,99.03,101.26,84.38,56,-0.039
"player",21900257,"SAC","Richaun Holmes","C",1610612758,1626158,0,0,0.4,0.163,28.6,0.25,0.307,0.143,0.151,"Sacramento",TRUE,19.7666666666667,57.7,55.6,103.6,104.5,-45.9,-49,0,0,106.51,108.06,90.05,45,0.074
"player",21900257,"SAC","Buddy Hield","G",1610612758,1627741,0.2,0.043,0.118,0.074,9.7,0.438,0.45,0.3,0.308,"Sacramento",TRUE,37.0666666666667,81.9,83.8,106.8,105.1,-24.9,-21.3,1.33,12.9,103.26,102.97,85.81,80,0.073
"player",21900257,"SAC","Cory Joseph","G",1610612758,202709,0.263,0.029,0.077,0.049,16.7,0.2,0.2,0.104,0.107,"Sacramento",TRUE,27.9,81.3,80.6,101.5,101.6,-20.3,-21,2.5,41.7,106.29,106.67,88.89,62,0.048
"player",21900257,"SAC","Dewayne Dedmon",NA,1610612758,203473,0,0.083,0.2,0.136,0,0.75,0.699,0.245,0.246,"Sacramento",TRUE,22.55,121.4,128.9,89.9,84.4,31.6,44.4,0,0,95.84,95.79,79.83,45,0.144
"player",21900257,"SAC","Bogdan Bogdanovic",NA,1610612758,203992,0.143,0,0.083,0.038,5.3,0.533,0.535,0.25,0.254,"Sacramento",TRUE,28.25,108.4,112.1,92.3,89.3,16.1,22.8,3,15.8,96.95,96.85,80.71,58,0.148
"player",21900257,"SAC","Justin James",NA,1610612758,1629713,0.067,0,0.125,0.054,0,0.5,0.5,0.143,0.142,"Sacramento",TRUE,19.15,104.4,111.1,98.5,91.9,5.9,19.2,0,14.3,91.33,91.53,76.27,36,0.082
"player",21900257,"SAC","Yogi Ferrell",NA,1610612758,1627812,0.083,0.059,0.071,0.065,0,0.2,0.2,0.147,0.156,"Sacramento",TRUE,14.8166666666667,100,96.6,85.9,82.1,14.1,14.4,0,16.7,88.7,92.33,76.94,29,0.011
"player",21900257,"SAC","Harry Giles III",NA,1610612758,1628385,0.5,0,0,0,50,0,0,0.1,0.101,"Sacramento",TRUE,5.25,60.7,60,111.3,110,-50.6,-50,1,50,90.33,91.43,76.19,10,-0.063
"player",21900257,"PHI","Tobias Harris","F",1610612755,202699,0.1,0,0.133,0.079,9.1,0.333,0.397,0.267,0.278,"Philadelphia",TRUE,32.7833333333333,99.9,98.5,63,64.2,36.9,34.3,1,9.1,98.27,98.1,81.75,67,0.086
"player",21900257,"PHI","Al Horford","F",1610612755,201143,0.25,0,0.167,0.093,6.3,0.556,0.607,0.149,0.152,"Philadelphia",TRUE,32.5,98.3,97.1,77.7,80.9,20.5,16.2,5,31.3,101.87,100.46,83.71,68,0.17
"player",21900257,"PHI","Joel Embiid","C",1610612755,203954,0.083,0.125,0.293,0.219,10,0.553,0.656,0.382,0.405,"Philadelphia",TRUE,32.3333333333333,97.4,94.1,86.5,86.8,10.9,7.4,0.33,3.3,99.4,100.97,84.15,68,0.352
"player",21900257,"PHI","Josh Richardson","G",1610612755,1626196,0.333,0,0,0,10,0.75,0.75,0.167,0.173,"Philadelphia",TRUE,17.2333333333333,92.9,91.7,90.9,89.2,2,2.5,3,30,100.05,101.66,84.72,36,0.165
"player",21900257,"PHI","Ben Simmons","G",1610612755,1627732,0.238,0.054,0.244,0.159,25,0.5,0.5,0.174,0.181,"Philadelphia",TRUE,36.9166666666667,93.8,92.4,89.1,93.6,4.8,-1.2,1,25,103.87,102.07,85.06,79,0.116
"player",21900257,"PHI","James Ennis III",NA,1610612755,203516,0,0,0,0,0,0,0,0.077,0.081,"Philadelphia",TRUE,11.3333333333333,97.4,92.3,156.5,157.7,-59.1,-65.4,0,0,107.66,110.12,91.76,26,-0.036
"player",21900257,"PHI","Furkan Korkmaz",NA,1610612755,1627788,0.059,0,0.077,0.049,33.3,0.333,0.333,0.109,0.112,"Philadelphia",TRUE,21.3666666666667,101.1,100,84.4,83.7,16.7,16.3,0.5,16.7,96.82,97.76,81.47,44,-0.015
"player",21900257,"PHI","Mike Scott",NA,1610612755,203118,0.111,0.056,0.045,0.05,0,0,0,0.137,0.145,"Philadelphia",TRUE,23.4833333333333,105.6,100,118.6,118,-13,-18,0,22.2,98.31,101.21,84.35,49,-0.018
"player",21900257,"PHI","Raul Neto",NA,1610612755,203526,0,0,0,0,50,1,1,0.087,0.092,"Philadelphia",TRUE,11.0833333333333,121.5,114.3,90,81.8,31.5,32.5,0,0,86.08,93.1,77.58,21,0
"player",21900257,"PHI","Matisse Thybulle",NA,1610612755,1629680,0.111,0,0.12,0.067,22.2,1.3,1.276,0.163,0.181,"Philadelphia",TRUE,21,101.7,93.3,83,88.4,18.7,5,0.5,11.1,99.47,100.57,83.81,45,0.262
"player",21900258,"NYK","Marcus Morris Sr.","F",1610612752,202694,0.091,0.069,0.067,0.068,0,0.5,0.5,0.137,0.141,"New York",TRUE,20.5666666666667,80.4,85.7,149.8,144.2,-69.3,-58.5,0,12.5,100.58,99.22,82.68,42,0.033
"player",21900258,"NYK","Julius Randle","F",1610612752,203944,0.1,0.061,0.3,0.151,11.1,0.571,0.62,0.274,0.288,"New York",TRUE,23.75,88.7,90.4,132.8,130,-44,-39.6,0.5,5.6,102.99,103.07,85.89,52,0.174
"player",21900258,"NYK","Taj Gibson","C",1610612752,201959,0.1,0.1,0.154,0.121,0,0.2,0.2,0.135,0.139,"New York",TRUE,14.8666666666667,85.2,87.5,138.9,134.4,-53.7,-46.9,0,16.7,103.06,103.32,86.1,32,0.015
"player",21900258,"NYK","RJ Barrett","G",1610612752,1629628,0.235,0,0.179,0.071,14.3,0.353,0.407,0.308,0.313,"New York",TRUE,30.6166666666667,88.6,92.3,127.6,125,-39,-32.7,1,14.3,102.25,101.12,84.27,65,0.064
"player",21900258,"NYK","Frank Ntilikina","G",1610612752,1628373,0.267,0,0,0,9.1,0.417,0.417,0.127,0.129,"New York",TRUE,21.55,95.7,102.2,135.1,130.4,-39.5,-28.2,4,36.4,103.03,101.38,84.48,45,0.01
"player",21900258,"NYK","Mitchell Robinson",NA,1610612752,1629011,0,0.031,0.206,0.121,28.6,0.667,0.769,0.095,0.096,"New York",TRUE,30.6666666666667,101.9,104.8,126.2,124.6,-24.4,-19.8,0,0,97.04,96.26,80.22,62,0.097
"player",21900258,"NYK","Dennis Smith Jr.",NA,1610612752,1628372,0.333,0.174,0.071,0.118,21.4,0.143,0.143,0.2,0.197,"New York",TRUE,21.55,98.4,102.4,116.1,114,-17.8,-11.6,1.33,28.6,95.66,94.63,78.86,42,0
"player",21900258,"NYK","Wayne Ellington",NA,1610612752,201961,0.143,0,0.125,0.071,12.5,0.3,0.475,0.179,0.18,"New York",TRUE,16.6166666666667,81.9,84.4,121.1,121.9,-39.2,-37.5,1,12.5,94.07,92.4,77,32,0.134
"player",21900258,"NYK","Bobby Portis",NA,1610612752,1626171,0,0.136,0.04,0.085,11.1,0.563,0.563,0.191,0.19,"New York",TRUE,19.4333333333333,96.4,100,126,127.8,-29.6,-27.8,0,0,92.53,90.15,75.13,37,0.119
"player",21900258,"NYK","Kevin Knox II",NA,1610612752,1628995,0,0,0,0,20,0.5,0.515,0.179,0.177,"New York",TRUE,11.7833333333333,98.8,100,114.5,116,-15.7,-16,0,0,101.02,99.8,83.17,24,-0.028
"player",21900258,"NYK","Damyean Dotson",NA,1610612752,1628422,0.222,0,0.083,0.045,10,0.5,0.581,0.286,0.279,"New York",TRUE,11.95,139.6,150,147.8,150,-8.3,0,2,20,92.3,88.37,73.64,22,0.107
"player",21900258,"NYK","Ignas Brazdeikis",NA,1610612752,1629649,0,0.125,0,0.067,25,0.333,0.333,0.182,0.178,"New York",TRUE,9.58333333333333,128.1,131.6,142.7,145,-14.6,-13.4,0,0,99.77,97.67,81.39,19,-0.029
"player",21900258,"NYK","Allonzo Trier",NA,1610612752,1629019,0.333,0,0.333,0.154,14.3,0.875,0.94,0.333,0.332,"New York",TRUE,7.06666666666667,126,126.7,127.7,126.7,-1.7,0,1,14.3,101.75,101.89,84.91,15,0.303
"player",21900258,"TOR","OG Anunoby","F",1610612761,1628384,0.034,0.1,0.2,0.16,20,0.591,0.591,0.179,0.182,"Toronto",TRUE,32.6333333333333,140.7,138.5,87.6,92.4,53.1,46,0.33,6.7,98.21,96.32,80.27,65,0.129
"player",21900258,"TOR","Pascal Siakam","F",1610612761,1627783,0.118,0.036,0.171,0.116,10.7,0.659,0.665,0.371,0.375,"Toronto",TRUE,30.0666666666667,130.5,129,94.2,98.4,36.4,30.6,0.67,7.1,101.47,99.78,83.15,62,0.205
"player",21900258,"TOR","Marc Gasol","C",1610612761,201188,0.158,0,0.094,0.058,0,0.5,0.5,0.06,0.06,"Toronto",TRUE,22.5166666666667,118.7,117.8,104.2,108.5,14.6,9.3,0,50,99.77,98.06,81.72,45,0.087
"player",21900258,"TOR","Norman Powell","G",1610612761,1626181,0.118,0.1,0.067,0.08,8.3,0.313,0.394,0.196,0.206,"Toronto",TRUE,21.4666666666667,116.9,110.9,99.1,102.2,17.7,8.6,2,16.7,100.69,101.76,84.8,46,0.029
"player",21900258,"TOR","Fred VanVleet","G",1610612761,1627832,0.211,0,0.075,0.039,16.7,0.667,0.697,0.184,0.188,"Toronto",TRUE,30.4666666666667,109.3,108.1,98.7,101.6,10.6,6.5,1.33,22.2,99.35,98.47,82.06,62,0.108
"player",21900258,"TOR","Rondae Hollis-Jefferson",NA,1610612761,1626178,0.063,0.107,0.036,0.071,8.3,0.5,0.551,0.183,0.193,"Toronto",TRUE,22.9333333333333,131.2,125.5,78.5,82.6,52.7,42.9,1,8.3,97.68,97.3,81.09,47,0.119
"player",21900258,"TOR","Terence Davis",NA,1610612761,1629056,0.227,0.094,0.034,0.066,0,0.577,0.577,0.178,0.186,"Toronto",TRUE,28.75,134.9,132.2,90.6,94.7,44.3,37.5,0,27.8,98.06,96.86,80.71,59,0.12
"player",21900258,"TOR","Chris Boucher",NA,1610612761,1628449,0.182,0.172,0.28,0.222,0,0.5,0.553,0.182,0.188,"Toronto",TRUE,25.4833333333333,140.8,140.4,89.4,92.2,51.5,48.2,0,25,98.36,97,80.84,52,0.178
"player",21900258,"TOR","Malcolm Miller",NA,1610612761,1626259,0.091,0,0,0,12.5,1.2,1.105,0.206,0.217,"Toronto",TRUE,13.95,150.7,151.9,120.4,126.9,30.3,24.9,1,12.5,93.94,91.18,75.99,27,0.175
"player",21900258,"TOR","Oshae Brissett",NA,1610612761,1629052,0.143,0,0.5,0.167,0,0,0,0,0,"Toronto",TRUE,5.86666666666667,147.5,146.2,140.7,141.7,6.8,4.5,0,100,102.11,102.27,85.23,13,0.092
"player",21900258,"TOR","Shamorie Ponds",NA,1610612761,1629044,0.4,0,0.5,0.167,0,0.667,0.667,0.214,0.233,"Toronto",TRUE,5.86666666666667,147.5,146.2,140.7,141.7,6.8,4.5,0,40,102.11,102.27,85.23,13,0.123
"player",21900259,"MIA","Duncan Robinson","F",1610612748,1629130,0.125,0,0.15,0.07,9.1,0.688,0.732,0.222,0.225,"Miami",TRUE,21.3833333333333,96.3,95.2,124.8,126.7,-28.4,-31.4,1,9.1,97.86,97.63,81.36,42,0.11
"player",21900259,"MIA","Bam Adebayo","F",1610612748,1628389,0.296,0.075,0.2,0.138,19.2,0.625,0.685,0.191,0.191,"Miami",TRUE,39.7333333333333,108.1,109.4,112.8,113.8,-4.7,-4.4,1.6,30.8,104.94,103.88,86.57,85,0.164
"player",21900259,"MIA","Meyers Leonard","C",1610612748,203086,0.143,0,0.214,0.091,0,0.625,0.625,0.121,0.122,"Miami",TRUE,14.9333333333333,84.5,83.9,119,118.8,-34.5,-34.9,0,20,100.74,101.25,84.38,31,0.079
"player",21900259,"MIA","Goran Dragic","G",1610612748,201609,0.05,0,0.057,0.03,12.5,0.545,0.509,0.192,0.194,"Miami",TRUE,33.5833333333333,101.1,101.4,114.3,114.3,-13.2,-12.9,0.5,6.3,101.65,101.48,84.57,72,0.025
"player",21900259,"MIA","Kendrick Nunn","G",1610612748,1629134,0.222,0,0,0,0,0.409,0.409,0.164,0.166,"Miami",TRUE,28.1333333333333,97.7,96.7,108.7,104.8,-11,-8.1,0,26.7,102.53,104.92,87.44,61,0.045
"player",21900259,"MIA","Tyler Herro",NA,1610612748,1629639,0.13,0.033,0.2,0.123,18.5,0.528,0.557,0.286,0.289,"Miami",TRUE,35.55,113.9,114.1,115.5,112.5,-1.6,1.6,0.6,11.1,105.34,106.67,88.89,78,0.113
"player",21900259,"MIA","Justise Winslow",NA,1610612748,1626159,0.115,0.034,0.171,0.109,6.3,0.3,0.425,0.163,0.164,"Miami",TRUE,34.1,113.3,113.7,108.4,106.7,4.9,7,3,18.8,103.49,104.16,86.8,73,0.057
"player",21900259,"MIA","Kelly Olynyk",NA,1610612748,203482,0.067,0.143,0.111,0.125,20,0.8,0.839,0.233,0.232,"Miami",TRUE,24.3666666666667,117.7,120.4,94.7,92.7,22.9,27.6,0.33,6.7,107.44,107.36,89.47,54,0.184
"player",21900259,"MIA","James Johnson",NA,1610612748,201949,0,0,0.167,0.077,100,0,0,0.059,0.059,"Miami",TRUE,8.2,71.1,70.6,148.1,138.9,-77,-68.3,0,0,98.73,102.36,85.3,17,-0.029
"player",21900259,"HOU","Danuel House Jr.","F",1610612745,1627863,0.105,0.059,0.061,0.06,6.3,0.818,0.817,0.175,0.181,"Houston",TRUE,33.9166666666667,110.9,108.2,113.7,112.7,-2.8,-4.5,2,12.5,100.2,101.9,84.91,73,0.165
"player",21900259,"HOU","P.J. Tucker","F",1610612745,200782,0.034,0.026,0.167,0.095,0,0.583,0.583,0.068,0.07,"Houston",TRUE,36.7833333333333,120.1,120.5,107.3,107.8,12.9,12.7,0,14.3,101.54,101.15,84.29,78,0.091
"player",21900259,"HOU","Tyson Chandler","C",1610612745,2199,0,0,0.1,0.059,50,0,0.568,0.105,0.107,"Houston",TRUE,7.63333333333333,109.3,106.7,72,66.7,37.2,40,0,0,89.67,94.32,78.6,15,-0.138
"player",21900259,"HOU","James Harden","G",1610612745,201935,0.278,0.057,0.114,0.086,5.9,0.543,0.62,0.345,0.346,"Houston",TRUE,35.25,118.8,121.6,103.9,103.9,14.8,17.7,2.5,14.7,103.33,102.13,85.11,74,0.221
"player",21900259,"HOU","Russell Westbrook","G",1610612745,201566,0.35,0.027,0.211,0.12,22.5,0.524,0.571,0.363,0.374,"Houston",TRUE,36.45,111.1,111.3,101.8,98.8,9.3,12.5,0.78,17.5,104.51,106.01,88.34,80,0.139
"player",21900259,"HOU","Isaiah Hartenstein",NA,1610612745,1628392,0.167,0,0.167,0.091,0,0,0.266,0.083,0.082,"Houston",TRUE,10.4,98.8,100,101,100,-2.1,0,0,33.3,113.11,113.02,94.19,24,0
"player",21900259,"HOU","Ben McLemore",NA,1610612745,203463,0.071,0,0.15,0.077,11.1,0.417,0.509,0.167,0.177,"Houston",TRUE,19.4166666666667,123.3,120.9,103.8,102.3,19.6,18.6,1,11.1,104.51,106.29,88.58,43,0.026
"player",21900259,"HOU","Thabo Sefolosha",NA,1610612745,200757,0,0,0.091,0.048,0,0,0,0.034,0.038,"Houston",TRUE,11.3666666666667,91,85.2,101.9,104,-10.9,-18.8,0,0,107.26,109.79,91.5,27,-0.03
"player",21900259,"HOU","Austin Rivers",NA,1610612745,203085,0.077,0,0.133,0.059,14.3,0.333,0.525,0.128,0.139,"Houston",TRUE,18.9666666666667,99.3,93.2,99.3,97.6,0,-4.4,1,14.3,104.46,108.81,90.68,44,0.046
"player",21900259,"HOU","Gary Clark",NA,1610612745,1629109,0.045,0.1,0.2,0.145,0,0.6,0.6,0.141,0.146,"Houston",TRUE,29.2833333333333,121.1,122.2,110.7,112.9,10.4,9.3,0,9.1,103.96,102.45,85.37,63,0.112
"player",21900259,"HOU","Chris Clemons",NA,1610612745,1629598,0,0,0,0,0,0,0,0.5,1,"Houston",TRUE,0.533333333333333,0,0,200,200,-200,-200,0,0,89.72,134.58,112.15,2,-0.5
"player",21900260,"LAC","Paul George","F",1610612746,202331,0.095,0.032,0.129,0.081,18.2,0.667,0.693,0.267,0.267,"LA",TRUE,29.0833333333333,113.7,115.4,108.2,112.3,5.5,3.1,0.5,9.1,110.12,107.28,89.4,65,0.134
"player",21900260,"LAC","Maurice Harkless","F",1610612746,203090,0,0,0.083,0.042,20,0.625,0.625,0.179,0.185,"LA",TRUE,11.5333333333333,96,96,112.6,114.8,-16.6,-18.8,0,0,109.24,108.16,90.13,25,0
"player",21900260,"LAC","Ivica Zubac","C",1610612746,1627826,0,0.071,0.059,0.065,0,0.833,0.833,0.162,0.171,"LA",TRUE,15.55,112.1,108.8,126.8,131.4,-14.7,-22.6,0,0,106.9,106.47,88.73,34,0.14
