Codigo,Foto_atual_2018,Categoria,Descricao,Quantidade,Local,Sublocal,Tecido,Eletricista,Cristais,Obs,Dimensao,Reconferencia,Arquivo
022-0109,https://i.imgur.com/J40zBPr.png,Tecido,"TOALHA LILÁS DE CETIM COM BORDA DE VOIL (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 031,NA,NA,CATALOGO_GOVERNANCA
022-0110,https://i.imgur.com/yJ8tC3G.png,Tecido,"TOALHA AZUL ESTAMPADA COM BORDA DE VOIL (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 023,NA,NA,CATALOGO_GOVERNANCA
022-0111,https://i.imgur.com/ZcQ00Qq.png,Tecido,"TOALHA VINHO ESTAMPADA COM BORDA DE VOIL (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 013,NA,NA,CATALOGO_GOVERNANCA
022-0112,https://i.imgur.com/qTSujZb.png,Tecido,"TOALHA PRETA ESTAMPADA COM BORDA DE VOIL (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 043,NA,NA,CATALOGO_GOVERNANCA
022-0113,https://i.imgur.com/pwkCwOY.png,Tecido,"TOALHA CAFÉ COM LEITE COM BORDA DE RENDA (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 004,NA,NA,CATALOGO_GOVERNANCA
022-0114,https://i.imgur.com/bsHfG6I.png,Tecido,"TOALHA MARROM COM BORDA DE RENDA (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 003,NA,NA,CATALOGO_GOVERNANCA
022-0115,https://i.imgur.com/QVoVp7y.png,Tecido,"TOALHA VINHO COM BORDA DE RENDA (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 003,NA,NA,CATALOGO_GOVERNANCA
022-0116,https://i.imgur.com/LuvE07B.png,Tecido,"TOALHA PRETA QUADRICULADA (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 051,NA,NA,CATALOGO_GOVERNANCA
022-0117,https://i.imgur.com/3JeLCnq.png,Tecido,"TOALHA LILÁS QUADRICULADA (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 035,NA,NA,CATALOGO_GOVERNANCA
022-0118,https://i.imgur.com/9Y0AOu5.png,Tecido,"TOALHA AMARELA QUADRICULADA (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 025,NA,NA,CATALOGO_GOVERNANCA
022-0119,https://i.imgur.com/hcylv69.png,Tecido,"TOALHA VERDE QUADRICULADA (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 007,NA,NA,CATALOGO_GOVERNANCA
022-0120,https://i.imgur.com/BtQVmmk.png,Tecido,"TOALHA AZUL QUADRICULADA (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 005,NA,NA,CATALOGO_GOVERNANCA
022-0121,https://i.imgur.com/KFNopVJ.png,Tecido,"TOALHA LARANJA QUADRICULADA (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 005,NA,NA,CATALOGO_GOVERNANCA
022-0122,https://i.imgur.com/v6tBynK.png,Tecido,"TOALHA PRETA DE CETIM (1,5X1,5)",6,Loja,Deposito,1,0,0,quantidade anterior (2016) = 091,NA,NA,CATALOGO_GOVERNANCA
022-0123,https://i.imgur.com/nvkFSjg.png,Tecido,"TOALHA BEGE DE CETIM (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 062,NA,NA,CATALOGO_GOVERNANCA
022-0124,https://i.imgur.com/L5NDzdp.png,Tecido,"TOALHA PRETA DE TACTEL (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 111,NA,NA,CATALOGO_GOVERNANCA
022-0125,https://i.imgur.com/qDL8l2B.png,Tecido,"TOALHA BEGE DE TACTEL (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 138,NA,NA,CATALOGO_GOVERNANCA
022-0126,https://i.imgur.com/swupiI3.png,Tecido,"TOALHA ROSA REDONDA DE VOIL (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 093,NA,NA,CATALOGO_GOVERNANCA
022-0127,https://i.imgur.com/HxR3FkJ.png,Tecido,"TOALHA CINZA DE CETIM (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 033,NA,NA,CATALOGO_GOVERNANCA
022-0128,https://i.imgur.com/grcJn12.png,Tecido,"TOALHA DOURADA DE CETIM (1,5X2,5)",24,Loja,Deposito,1,0,0,quantidade anterior (2016) = 033,NA,NA,CATALOGO_GOVERNANCA
022-0129,https://i.imgur.com/z5ycA4q.png,Tecido,"TOALHA AMARELO OURO DE CETIM (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 034,NA,NA,CATALOGO_GOVERNANCA
022-0130,https://i.imgur.com/hrwkKyQ.png,Tecido,"TOALHA BEGE DE CETIM (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 030,NA,NA,CATALOGO_GOVERNANCA
022-0131,https://i.imgur.com/0UODjjf.png,Tecido,"TOALHA VERMELHA DE CETIM (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 040,NA,NA,CATALOGO_GOVERNANCA
022-0132,https://i.imgur.com/uFmvAun.png,Tecido,"TOALHA JAGUAR DE CETIM (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 031,NA,NA,CATALOGO_GOVERNANCA
022-0133,https://i.imgur.com/ndVN16H.png,Tecido,"TOALHA BRANCA DE CETIM (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 006,NA,NA,CATALOGO_GOVERNANCA
022-0134,https://i.imgur.com/fTe26k1.png,Tecido,"TOALHA VERMELHA EM ALTO RELEVO (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 025,NA,NA,CATALOGO_GOVERNANCA
022-0135,https://i.imgur.com/jTyXrIf.png,Tecido,"TOALHA VERMELHA AMASSADA (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 024,NA,NA,CATALOGO_GOVERNANCA
022-0136,https://i.imgur.com/35pIxaj.png,Tecido,"TOALHA ROXA OXFORD (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 036,NA,NA,CATALOGO_GOVERNANCA
022-0137,https://i.imgur.com/hGhyZKp.png,Tecido,"TOALHA VERDE OPACO OXFORD (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 039,NA,NA,CATALOGO_GOVERNANCA
022-0138,https://i.imgur.com/a2actpE.png,Tecido,"TOALHA PRETA COM BOLINHAS BRANCAS OXFORD (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 012,NA,NA,CATALOGO_GOVERNANCA
022-0139,https://i.imgur.com/hFAnhNm.png,Tecido,"TOALHA BRANCA COM BOLINHAS PRETAS OXFORD (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 018,NA,NA,CATALOGO_GOVERNANCA
022-0140,https://i.imgur.com/2WbZrI4.png,Tecido,"TOALHA PRETA COM BOLINHAS BRANCAS GOMADA (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 038,NA,NA,CATALOGO_GOVERNANCA
022-0141,https://i.imgur.com/NwofAMx.png,Tecido,"TOALHA ROSA PINK COM BOLINHAS BRANCAS GOMADA (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 018,NA,NA,CATALOGO_GOVERNANCA
022-0142,https://i.imgur.com/EAOnaNY.png,Tecido,"TOALHA LISTRADA VERDE (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 021,NA,NA,CATALOGO_GOVERNANCA
022-0143,https://i.imgur.com/ntINaQ8.png,Tecido,"TOALHA LISTRADA MARROM (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 022,NA,NA,CATALOGO_GOVERNANCA
022-0144,https://i.imgur.com/fkOdatE.png,Tecido,"TOALHA BRANCA DE ESTRELINHAS VERDES (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 022,NA,NA,CATALOGO_GOVERNANCA
022-0145,https://i.imgur.com/ZOSD6f8.png,Tecido,"TOALHA PRETA OXFORD (1,5X2,5)",2,Loja,Deposito,1,0,0,quantidade anterior (2016) = 034,NA,NA,CATALOGO_GOVERNANCA
022-0146,https://i.imgur.com/L3xRXxw.png,Tecido,"TOALHA MARROM AMASSADINHO (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 061,NA,NA,CATALOGO_GOVERNANCA
022-0147,https://i.imgur.com/DStMEpH.png,Tecido,"TOALHA VERDE ESCURA ALTO RELEVO REDONDA (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 005,NA,NA,CATALOGO_GOVERNANCA
022-0148,https://i.imgur.com/7dzAjj2.png,Tecido,"TOALHA AZUL REDONDA ALTO RELEVO (1,5X1,5)",7,Loja,Deposito,1,0,0,quantidade anterior (2016) = 007,NA,NA,CATALOGO_GOVERNANCA
022-0149,https://i.imgur.com/v6CjoBa.png,Tecido,"TOALHA AZUL LISTA ESTREITA REDONDA (1,5X1,5)",17,Loja,Deposito,1,0,0,quantidade anterior (2016) = 017,NA,NA,CATALOGO_GOVERNANCA
022-0150,https://i.imgur.com/WJZoM8b.png,Tecido,"TOALHA AZUL LISTA LARGA REDONDA (1,5X1,5)",9,Loja,Deposito,1,0,0,quantidade anterior (2016) = 009,NA,NA,CATALOGO_GOVERNANCA
022-0151,https://i.imgur.com/Lsk6zr4.png,Tecido,TOALHA BRANCO GELO REDONDA ALTO RELEVO (10 LUGARES),10,Loja,Deposito,1,0,0,quantidade anterior (2016) = 010,NA,NA,CATALOGO_GOVERNANCA
022-0152,https://i.imgur.com/Hkyqcsd.png,Tecido,TOALHA VCAFÉ COM LEITE REDONDA ALTO RELEVO (10 LUGARES),12,Loja,Deposito,1,0,0,quantidade anterior (2016) = 012,NA,NA,CATALOGO_GOVERNANCA
022-0153,https://i.imgur.com/pbQrEKb.png,Tecido,"TOALHA BEGE DE CETIM REDONDA (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 018,NA,NA,CATALOGO_GOVERNANCA
022-0154,https://i.imgur.com/cvr8mb9.png,Tecido,"TOALHA BEGE DE CETIM QUADRADA (3X3,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 038,NA,NA,CATALOGO_GOVERNANCA
022-0155,https://i.imgur.com/LsgNq7V.png,Tecido,"TOALHA BORDEAUX OXFORD (3X3,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 009,NA,NA,CATALOGO_GOVERNANCA
022-0156,https://i.imgur.com/MxxbRFN.png,Tecido,"TOALHA LILÁS OXFORD (3X3,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 014,NA,NA,CATALOGO_GOVERNANCA
022-0157,https://i.imgur.com/jnzAhSp.png,Tecido,"TOALHA JAPONESA PRETA E BRANCA (1,5X2,5)",55,Loja,Deposito,1,0,0,quantidade anterior (2016) = 050,NA,NA,CATALOGO_GOVERNANCA
022-0158,https://i.imgur.com/zaf7VLO.png,Tecido,"TOALHA QUADRADA DE ONCINHA (1,5X1,5)",65,Loja,Deposito,1,0,0,quantidade anterior (2016) = 063,NA,NA,CATALOGO_GOVERNANCA
022-0159,https://i.imgur.com/WW4M03a.png,Tecido,"TOALHA RETANGULAR JAPONESA VERMELHA (1,5X2,5)",8,Loja,Deposito,1,0,0,quantidade anterior (2016) = 008,NA,NA,CATALOGO_GOVERNANCA
022-0160,https://i.imgur.com/Y1oS7tC.png,Tecido,"TOALHA PRATA DUPLA FACE (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 026,NA,NA,CATALOGO_GOVERNANCA
022-0161,https://i.imgur.com/akw9oCx.png,Tecido,"TOALHA BRANCA COM FIO PRATA (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 038,NA,NA,CATALOGO_GOVERNANCA
022-0162,https://i.imgur.com/ZJR1Wms.png,Tecido,"TOALHA BEGE COM FIO OURO (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 036,NA,NA,CATALOGO_GOVERNANCA
022-0163,https://i.imgur.com/GlBsqQ3.png,Tecido,"TOALHA DOURADA COM FIO OURO (1,5X2,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 035,NA,NA,CATALOGO_GOVERNANCA
022-0164,https://i.imgur.com/JzpIzt3.png,Tecido,"TOALHA DE VELUDO PRETA (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 016,NA,NA,CATALOGO_GOVERNANCA
022-0165,https://i.imgur.com/0HITaeD.png,Tecido,TOALHA DE VELUDO PRETA (1X1),NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 114,NA,NA,CATALOGO_GOVERNANCA
022-0166,https://i.imgur.com/hPSUu98.png,Tecido,"TOALHA DE VELUDO PRETA (2X4,6)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 002,NA,NA,CATALOGO_GOVERNANCA
022-0167,https://i.imgur.com/UcBJcY2.png,Tecido,"TOALHA DE VELUDO PRETA (2,5X1)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 004,NA,NA,CATALOGO_GOVERNANCA
022-0168,https://i.imgur.com/zwVOpeF.png,Tecido,TOALHA DE VELUDO PRETA COM FRANJA (1X1),NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 181,NA,NA,CATALOGO_GOVERNANCA
022-0169,https://i.imgur.com/ZymjNZ9.png,Tecido,TOALHA DE VELUDO PRETA (2X1),NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 020,NA,NA,CATALOGO_GOVERNANCA
022-0170,https://i.imgur.com/6Ln0Rb8.png,Tecido,"TOALHA DE VELUDO PRETA COM FRANJA (3X1,2)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 002,NA,NA,CATALOGO_GOVERNANCA
022-0171,https://i.imgur.com/hcx1irV.png,Tecido,"TOALHA DE VELUDO PRETA COM BORDA DE RENDA (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 004,NA,NA,CATALOGO_GOVERNANCA
022-0172,https://i.imgur.com/wUpIVbQ.png,Tecido,"TOALHA DE VELUDO PRETA COM FRANJA (4X1,2)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 001,NA,NA,CATALOGO_GOVERNANCA
022-0173,https://i.imgur.com/fR7dc8h.png,Tecido,TOALHA DE VELUDO PRETA (4X2),NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 001,NA,NA,CATALOGO_GOVERNANCA
022-0174,https://i.imgur.com/aEZzksp.png,Tecido,"TOALHA DE VELUDO PRETA REDONDA (1,5X1,5)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 001,NA,NA,CATALOGO_GOVERNANCA
022-0175,https://i.imgur.com/eOtsV3H.png,Tecido,"TOALHA DE VELUDO AZUL MARINHO (3,1X1)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 044,NA,NA,CATALOGO_GOVERNANCA
022-0176,https://i.imgur.com/ZN4XcD3.png,Tecido,"TOALHA DE VELUDO AZUL MARINHO (1,5X1)",NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 033,NA,NA,CATALOGO_GOVERNANCA
022-0177,https://i.imgur.com/2KEUAvk.png,Tecido,TECIDO DE PAREDE ROSA BEBÊ LISTRADO (PEÇA),NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 004,NA,NA,CATALOGO_GOVERNANCA
022-0178,https://i.imgur.com/bDhXD1B.png,Tecido,TECIDO DE PAREDE AZUL BEBÊ ALTO RELEVO (PEÇA),NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 017,NA,NA,CATALOGO_GOVERNANCA
022-0179,https://i.imgur.com/cBbxX4H.png,Tecido,TECIDO DE PAREDE ROSA BEBÊ ALTO RELEVO (PEÇA),NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 008,NA,NA,CATALOGO_GOVERNANCA
022-0180,https://i.imgur.com/9pwSmJt.png,Tecido,TECIDO DE PAREDE ROSA CHICLETE LISTRADO (PEÇA),NA,Loja,Deposito,1,0,0,quantidade anterior (2016) = 006,NA,NA,CATALOGO_GOVERNANCA
