Codigo,Foto_atual_2018,Categoria,Descricao,Quantidade,Local,Sublocal,Tecido,Eletricista,Cristais,Obs,Dimensao,Reconferencia,Arquivo
012-0090,https://i.imgur.com/1ZD2jPj.png,Plotagem,LONDON EYE 02,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0091,https://i.imgur.com/QlCrURA.png,Plotagem,LOUNGE AS A CABARET,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0092,https://i.imgur.com/XESD7Oq.png,Plotagem,MADAME TOUSSOUD DE LONDRES,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0093,https://i.imgur.com/X43Iudj.png,Plotagem,MADAME TOUSSOUD DE LONDRES 02,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0094,https://i.imgur.com/k0jOJO5.png,Plotagem,MOÇA NO BALANÇO,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0095,https://i.imgur.com/nE7UZaF.png,Plotagem,MOULIN ROUGE,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0096,https://i.imgur.com/zRdbuMx.png,Plotagem,PALCO DE TEATRO,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0097,https://i.imgur.com/2ed56fh.png,Plotagem,PALCO DO OSCAR,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0098,https://i.imgur.com/0JpzDcB.png,Plotagem,PAREDE DE PEDRA COM DESENHOS EGÍPCIOS,4,Loja,Sótão,0,1,0,NA,"6,00 X 3,00",NA,CATALOGO_PLOTAGEM
012-0099,https://i.imgur.com/9OvADkE.png,Plotagem,PARTE SUPERIOR DO ARCO DO TRIUNFO,2,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0100,https://i.imgur.com/FpggGBW.png,Plotagem,PINTURA FANTASMA DA ÓPERA,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0101,https://i.imgur.com/mRFdF2Z.png,Plotagem,PIRÂMIDES DO EGITO,1,Loja,Sótão,0,1,0,NA,"5,00 X 3,20",NA,CATALOGO_PLOTAGEM
012-0102,https://i.imgur.com/WgWnhcF.png,Plotagem,PLOTAGEM ARMAZÉM DAS FESTAS,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0103,https://i.imgur.com/mMC7QBf.png,Plotagem,PODEROSO CHEFINHO,1,Loja,Sótão,0,1,0,NA,"4,00 X 2,70",NA,CATALOGO_PLOTAGEM
012-0104,https://i.imgur.com/qS3R0oa.png,Plotagem,PONTA DO CASTELO,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0105,https://i.imgur.com/4L0COnh.png,Plotagem,PONTE DA TORRE DE LONDRES 01,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0106,https://i.imgur.com/hJcM9zI.png,Plotagem,PONTE DA TORRE DE LONDRES 02,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0107,https://i.imgur.com/kV37UMH.png,Plotagem,PONTE DO BROKLYN,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0108,https://i.imgur.com/gVR1ZoN.png,Plotagem,POSTER “YOU BELONG WITH ME”,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0109,https://i.imgur.com/ia5BdGe.png,Plotagem,POSTER CASAL DO FANTASMA DA ÓPERA,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0110,https://i.imgur.com/Pl6yc19.png,Plotagem,QUADRO DA INDEPENDÊNCIA DO BRASIL,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0111,https://i.imgur.com/wBz4ueM.png,Plotagem,QUINTA AVENIDA NOVA YORK,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0112,https://i.imgur.com/ZtT7BGR.png,Plotagem,RESTAURANTE EM PARIS,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0113,https://i.imgur.com/VNDFCk7.png,Plotagem,RESTAURANTE EM PARIS 02,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0114,https://i.imgur.com/mv2kRw1.png,Plotagem,RIO DE JANEIRO,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0115,https://i.imgur.com/nVgpgtO.png,Plotagem,RIO NILO,1,Loja,Sótão,0,1,0,NA,"5,00 X 3,20",NA,CATALOGO_PLOTAGEM
012-0116,https://i.imgur.com/MDkuy6J.png,Plotagem,RUAS DE PARIS,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0117,https://i.imgur.com/eyEJsKt.png,Plotagem,SALA BRANCA,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0118,https://i.imgur.com/tf2ZzMp.png,Plotagem,SALA DOS ESPELHOS,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0119,https://i.imgur.com/Zhyv2w4.png,Plotagem,SAPATINHO DE CRISTAL,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0120,https://i.imgur.com/kGzibXw.png,Plotagem,SESI SUSTENTABILIDADE,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0121,https://i.imgur.com/MXnNOTq.png,Plotagem,SOL DO TOMORROWLAND,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0122,https://i.imgur.com/pjgJFi7.png,Plotagem,STREET ART THAMIRES,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0123,https://i.imgur.com/AGVbBvx.png,Plotagem,TEATRO DO FANTASMA DA ÓPERA,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0124,https://i.imgur.com/FW4nUG0.png,Plotagem,TENDA DE CIRCO,1,Loja,Sótão,0,1,0,NA,"10,00 X 2,80",NA,CATALOGO_PLOTAGEM
012-0125,https://i.imgur.com/Dsa8yU1.png,Plotagem,TESTEIRA CIRCO VIKING STA CATARINA,1,Loja,Sótão,0,1,0,NA,"6,40 X 1,60",NA,CATALOGO_PLOTAGEM
012-0126,https://i.imgur.com/FZ2cpK9.png,Plotagem,TESTEIRA DO PALCO CIRCO VIKING STA CATARINA,1,Loja,Sótão,0,1,0,NA,"15,00 X 1,50",NA,CATALOGO_PLOTAGEM
012-0127,https://i.imgur.com/OQOI2iY.png,Plotagem,TETO DE AFRESCO,1,Loja,Sótão,0,1,0,NA,"8,00 X 8,00",NA,CATALOGO_PLOTAGEM
012-0128,https://i.imgur.com/uv197HB.png,Plotagem,TIMES SQUARE GARDEN,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0129,https://i.imgur.com/pAuFZrC.png,Plotagem,TORRE DO RELÓGIO LONDRES,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0130,https://i.imgur.com/cWYllQk.png,Plotagem,TRIBUNAL DO JÚRI,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0131,https://i.imgur.com/RVwrf7L.png,Plotagem,VITRAL AZUL,3,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0132,https://i.imgur.com/BKVSMKl.png,Plotagem,VITRAL DA BELA E A FERA,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0133,https://i.imgur.com/hZ6rgl0.png,Plotagem,VITRAL DA CINDERELA,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0134,https://i.imgur.com/4r9WoYe.png,Plotagem,WELCOME TO THE MADNESS 01,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0135,https://i.imgur.com/lTmCikZ.png,Plotagem,WELCOME TO THE MADNESS 02,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0136,https://i.imgur.com/yoKvQ2w.png,Plotagem,WELCOME TO THE MADNESS 03,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0137,https://i.imgur.com/VUy3Vye.png,Plotagem,WELCOME TO THE MADNESS 04,1,Loja,Sótão,0,1,0,NA,NA,NA,CATALOGO_PLOTAGEM
012-0138,https://i.imgur.com/X7zVOty.png,Plotagem,PLOTAGEM STREET ART DO ROSTO COM BOLAS COLORIDAS,1,Loja,Sótão,0,1,0,Sem nome,NA,NA,CATALOGO_PLOTAGEM
012-0139,https://i.imgur.com/XC33lPs.png,Plotagem,PLOTAGEM DE ANIMAÇÃO,1,Loja,Sótão,0,1,0,Sem nome,NA,NA,CATALOGO_PLOTAGEM
013-0001,https://i.imgur.com/myUNHnW.png,Poltrona,POLTRONA AZUL BEBÊ DO PÉ PRETO,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0002,https://i.imgur.com/iKyruCa.png,Poltrona,POLTRONA AZUL ROYAL DO PÉ BRANCO - AREA GALPAO,2,Loja,Deposito,0,0,0,"FICAM NA LOJA, 002 NO GALPÃO E 002 NA SALA DO SERRUYA",NA,NA,CATALOGO_POLTRONA
013-0003,https://i.imgur.com/iKyruCa.png,Poltrona,POLTRONA AZUL ROYAL DO PÉ BRANCO - SALA ALBERTO,2,Loja,Sala Do Alberto Serruya,0,0,0,"FICAM NA LOJA, 002 NO GALPÃO E 002 NA SALA DO SERRUYA",NA,NA,CATALOGO_POLTRONA
013-0004,https://i.imgur.com/k4xHfL5.png,Poltrona,POLTRONA AZUL TIFFANY DO PÉ BRANCO,4,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0005,https://i.imgur.com/LRaIFwR.png,Poltrona,POLTRONA BEGE COM ESTAMPA DE REI - LOJA,1,Loja,Area Da Entrada,0,0,0,001 FICA NA LOJA E 001 FICA NA BARBEARIA,NA,NA,CATALOGO_POLTRONA
013-0006,https://i.imgur.com/LRaIFwR.png,Poltrona,POLTRONA BEGE COM ESTAMPA DE REI - BARBEARIA,1,Barbearia,Barbearia,0,0,0,001 FICA NA LOJA E 001 FICA NA BARBEARIA,NA,NA,CATALOGO_POLTRONA
013-0007,https://i.imgur.com/hjvaJDQ.png,Poltrona,POLTRONA BEGE DO PÉ BRANCO,4,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_POLTRONA
013-0008,NA,Poltrona,POLTRONA BEIGER PRETA,NA,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_POLTRONA
013-0009,https://i.imgur.com/7QPThPm.png,Poltrona,POLTRONA BEIGER TRANSPARENTE,8,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0010,https://i.imgur.com/s7GhA8q.png,Poltrona,POLTRONA BRANCA DE PALHINHA,8,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0011,https://i.imgur.com/In6Ai1x.png,Poltrona,POLTRONA CAFÉ COM LEITE DO PÉ BRANCO,4,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, NA ÁREA DA ENTRADA",NA,NA,CATALOGO_POLTRONA
013-0012,https://i.imgur.com/Ud4L5Oo.png,Poltrona,POLTRONA CINZA DO BRAÇO CROMADO,4,Armazem 500,Armazem 500,0,0,0,ESTÃO NO DEPÓSITO DO 500,NA,NA,CATALOGO_POLTRONA
013-0013,https://i.imgur.com/YQQGTBz.png,Poltrona,POLTRONA CINZA E PRATA,4,Loja,Deposito,0,0,0,FICAM NA LOJA,NA,NA,CATALOGO_POLTRONA
013-0014,https://i.imgur.com/C3GqY1U.png,Poltrona,POLTRONA DE BAMBU,4,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0015,https://i.imgur.com/EXRTadQ.png,Poltrona,POLTRONA DE FERRO DO CONJUNTO DE PRAÇA,8,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0016,https://i.imgur.com/L4OKmJV.png,Poltrona,POLTRONA DE FIBRA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0017,https://i.imgur.com/HJFyPwr.png,Poltrona,POLTRONA DE FIBRA E BAMBU MARROM,1,Loja,Deposito,0,0,0,FICA NA SALA DO SETOR DE DECORAÇÃO,NA,NA,CATALOGO_POLTRONA
013-0018,https://i.imgur.com/BiJBIxZ.png,Poltrona,POLTRONA DE MADEIRA ESTOFADO BRANCO,2,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_POLTRONA
013-0019,https://i.imgur.com/efXYonN.png,Poltrona,POLTRONA DE MADEIRA ESTOFADO DE VELUDO MARROM,2,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0020,https://i.imgur.com/hJx5VH5.png,Poltrona,POLTRONA DE PALHINHA EM MADEIRA MARROM,8,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0021,https://i.imgur.com/3SOeXTZ.png,Poltrona,POLTRONA DOURADA E VINHO G (DO BANQUINHO),2,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_POLTRONA
013-0022,https://i.imgur.com/yhZ98L5.png,Poltrona,POLTRONA DOURADA ESTOFADO BROCADO,2,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_POLTRONA
013-0023,https://i.imgur.com/Tmbp2mC.png,Poltrona,POLTRONA FEIJÃO DO PÉ BRANCO,2,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_POLTRONA
013-0024,https://i.imgur.com/DCnS4Xj.png,Poltrona,POLTRONA GHOST BRANCA - LOJA,2,Loja,Deposito,0,0,0,002 ESTÃO NA LOJA E 002 SERÃO FIXAS DO BLUE,NA,NA,CATALOGO_POLTRONA
013-0025,https://i.imgur.com/DCnS4Xj.png,Poltrona,POLTRONA GHOST BRANCA - MAISON BLUE,2,Maison Blue,Maison Blue,0,0,0,002 ESTÃO NA LOJA E 002 SERÃO FIXAS DO BLUE,NA,NA,CATALOGO_POLTRONA
013-0026,https://i.imgur.com/OueJBe3.png,Poltrona,POLTRONA GHOST TRANSPARENTE,3,Maison Blue,Maison Blue,0,0,0,FIXAS NA SALA DA NOIVA DO BLUE,NA,NA,CATALOGO_POLTRONA
013-0027,https://i.imgur.com/sf0VRbd.png,Poltrona,POLTRONA GHOST VERMELHA - SETOR DE DECORACAO,12,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, 012 ESTÃO NA SALA DE REUNIÃO DO SETOR DE DECORAÇÃO E 004 ESTÃO NO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0028,https://i.imgur.com/sf0VRbd.png,Poltrona,POLTRONA GHOST VERMELHA - AREA GALPAO,4,Loja,Deposito,0,0,0,"FICAM NA LOJA, 012 ESTÃO NA SALA DE REUNIÃO DO SETOR DE DECORAÇÃO E 004 ESTÃO NO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0029,https://i.imgur.com/5X7kYNN.png,Poltrona,POLTRONA IMPERIAL DE MADEIRA E ESTOFADO VINHO,2,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_POLTRONA
013-0030,https://i.imgur.com/ron777t.png,Poltrona,POLTRONA IMPERIAL DOURADA E CAFÉ COM LEITE,2,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_POLTRONA
013-0031,https://i.imgur.com/kiTk8zA.png,Poltrona,POLTRONA IMPERIAL DOURADA E VINHO,4,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0032,https://i.imgur.com/DsH2vdd.png,Poltrona,POLTRONA IMPERIAL PRATA E PRETA TIPO 01,2,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_POLTRONA
013-0033,https://i.imgur.com/sZqZfVj.png,Poltrona,POLTRONA IMPERIAL PRATA E PRETA TIPO 02,2,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_POLTRONA
013-0034,NA,Poltrona,POLTRONA IMPERIAL PRETA,NA,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_POLTRONA
013-0035,https://i.imgur.com/2robdBs.png,Poltrona,POLTRONA LUIS FELIPE CINZA BROCADA E PRATA,1,Loja,Area De Carga,0,0,0,"FICA NA LOJA, ÁREA DO CORREDOR",NA,NA,CATALOGO_POLTRONA
013-0036,https://i.imgur.com/am0vh9T.png,Poltrona,POLTRONA LUIS FELIPE DOURADA E PRETA,2,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0037,https://i.imgur.com/RLOZu8B.png,Poltrona,POLTRONA LUIS FELIPE DOURADA E VERMELHA,4,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_POLTRONA
013-0038,https://i.imgur.com/llCWmxb.png,Poltrona,POLTRONA LUIS XV DE MADEIRA ESTOFADO BRANCO,4,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_POLTRONA
013-0039,https://i.imgur.com/hbhVcxD.png,Poltrona,POLTRONA LUIS XV DOURADA E BRANCA,4,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_POLTRONA
013-0040,https://i.imgur.com/zCocfdO.png,Poltrona,POLTRONA LUIS XV DOURADA E CAFÉ COM LEITE,4,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_POLTRONA
013-0041,https://i.imgur.com/SqjG6ae.png,Poltrona,POLTRONA LUIS XV DOURADA E PRETA,5,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_POLTRONA
013-0042,https://i.imgur.com/rhrzU7I.png,Poltrona,POLTRONA MARIA ANTONIETA BRANCA E BEGE,4,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0043,https://i.imgur.com/CNt7dSa.png,Poltrona,POLTRONA MARIA ANTONIETA DE MADEIRA E BEGE,4,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0044,https://i.imgur.com/esEswkK.png,Poltrona,POLTRONA MARIA ANTONIETA DOURADA E BEGE,4,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0045,https://i.imgur.com/6eZTaqf.png,Poltrona,POLTRONA MARIA ANTONIETA DOURADA E MARROM,2,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_POLTRONA
013-0047,https://i.imgur.com/1LIHCIx.png,Poltrona,POLTRONA MORCEGO DE MADEIRA MARROM E BEGE,2,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_POLTRONA
013-0048,https://i.imgur.com/oePUelU.png,Poltrona,POLTRONA MORCEGO DOURADA E CAFÉ COM LEITE,2,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_POLTRONA
013-0049,https://i.imgur.com/E71zsUw.png,Poltrona,POLTRONA PRETA DO BRAÇO CROMADO - MAISON BLUE,4,Maison Blue,Maison Blue,0,0,0,FIXAS NA SALA DA NOIVA DO BLUE,NA,NA,CATALOGO_POLTRONA
013-0050,https://i.imgur.com/wZcO4a3.png,Poltrona,POLTRONA PRETA DO PÉ BRANCO - LOJA,2,Loja,Deposito,0,0,0,002 FICAM NA LOJA E 002 SERÃO FIXAS DO BLUE,NA,NA,CATALOGO_POLTRONA
013-0051,https://i.imgur.com/wZcO4a3.png,Poltrona,POLTRONA PRETA DO PÉ BRANCO - MAISON BLUE,2,Maison Blue,Maison Blue,0,0,0,002 FICAM NA LOJA E 002 SERÃO FIXAS DO BLUE,NA,NA,CATALOGO_POLTRONA
013-0052,https://i.imgur.com/iDKMqAp.png,Poltrona,POLTRONA PRETA ESTOFADO BRANCO G,2,Maison Blue,Maison Blue,0,0,0,FICAM NO BLUE,NA,NA,CATALOGO_POLTRONA
013-0053,https://i.imgur.com/ON0qQoW.png,Poltrona,POLTRONA QUADRADA BEGE QUE ERA CINZA (PÉ DE MADEIRA),4,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0054,https://i.imgur.com/xpDDXmj.png,Poltrona,POLTRONA QUADRADA CAFÉ COM LEITE,1,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0055,https://i.imgur.com/k6LAr1G.png,Poltrona,POLTRONA QUADRADA DE LINHO BEGE E VIME,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0056,https://i.imgur.com/Su8RpuJ.png,Poltrona,POLTRONA RETA DE MADEIRA ESTOFADO BRANCO,4,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_POLTRONA
013-0057,https://i.imgur.com/tbpdqvn.png,Poltrona,POLTRONA ROXA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0058,https://i.imgur.com/wmjGu3b.png,Poltrona,POLTRONA VAZADA DE BAMBU PRETA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0059,https://i.imgur.com/LtGh3NY.png,Poltrona,POLTRONA VAZADA PRETA DE FIBRA COM DESENHO DE FOLHA,4,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0060,https://i.imgur.com/I9fGxl0.png,Poltrona,POLTRONA VERMELHA DO PÉ BRANCO,2,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_POLTRONA
013-0061,https://i.imgur.com/2zlkhNn.png,Poltrona,POLTRONA VINHO DO BRAÇO CROMADO,NA,Armazem 500,Armazem 500,0,0,0,001 ESTÁ NO DEPÓSITO DO 500,NA,NA,CATALOGO_POLTRONA
013-0062,https://i.imgur.com/5rUvcQW.png,Poltrona,POLTRONA VINHO DO PÉ BRANCO,2,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DO SETOR COMERCIAL",NA,NA,CATALOGO_POLTRONA
014-0001,https://i.imgur.com/IBWwX8O.png,Quadro E Moldura,COROA DOURADA,2,Loja,Area Da Entrada,0,0,0,NA,NA,RECONFEÊNCIA 23/07/18,CATALOGO_QUADRO_E MOLDURA
014-0002,https://i.imgur.com/37tBN4M.png,Quadro E Moldura,MOLDURA DOURADA 01,1,Loja,Area Da Entrada,0,0,0,NA,NA,RECONFEÊNCIA 23/07/18,CATALOGO_QUADRO_E MOLDURA
014-0003,https://i.imgur.com/5atgJ4J.png,Quadro E Moldura,MOLDURA DOURADA 02,3,Loja,Area Da Entrada,0,0,0,NA,"0,56",RECONFEÊNCIA 23/07/18,CATALOGO_QUADRO_E MOLDURA
014-0004,https://i.imgur.com/oE7RIMr.png,Quadro E Moldura,MOLDURA DOURADA 03,5,Loja,Area Da Entrada,0,0,0,NA,"0,84",RECONFEÊNCIA 23/07/18,CATALOGO_QUADRO_E MOLDURA
014-0005,https://i.imgur.com/mZADSsk.png,Quadro E Moldura,MOLDURA DOURADA DE LAÇO 01,1,Loja,Area Da Entrada,0,0,0,NA,"1,15",RECONFEÊNCIA 23/07/18,CATALOGO_QUADRO_E MOLDURA
014-0006,https://i.imgur.com/nfQwCkX.png,Quadro E Moldura,MOLDURA DOURADA DE LAÇO 02,1,Loja,Area Da Entrada,0,0,0,NA,"0,57",RECONFEÊNCIA 23/07/18,CATALOGO_QUADRO_E MOLDURA
014-0007,https://i.imgur.com/GCCcluh.png,Quadro E Moldura,PIANEA,2,Loja,Area Da Entrada,0,0,0,NA,"0,50",RECONFEÊNCIA 23/07/18,CATALOGO_QUADRO_E MOLDURA
014-0008,https://i.imgur.com/WKh4vea.png,Quadro E Moldura,QUADRO DE FLORES ALTO RELEVO QUADRADO,2,Loja,Area Da Entrada,0,0,0,NA,"0,82 X 0,75",RECONFEÊNCIA 23/07/18,CATALOGO_QUADRO_E MOLDURA
014-0009,https://i.imgur.com/v4f6PSr.png,Quadro E Moldura,QUADRO DE FLORES DE ALTO RELEVO RETANGULAR,2,Loja,Area Da Entrada,0,0,0,NA,"1,15 X 0,83",RECONFEÊNCIA 23/07/18,CATALOGO_QUADRO_E MOLDURA
014-0010,https://i.imgur.com/R2UT77z.png,Quadro E Moldura,QUADRO DE FLORES DE ALTO RELEVO RETANGULAR ESTREITO,2,Loja,Area Da Entrada,0,0,0,NA,"0,50 X 1,00",RECONFEÊNCIA 23/07/18,CATALOGO_QUADRO_E MOLDURA
014-0011,https://i.imgur.com/2LskUGr.png,Quadro E Moldura,QUADRO DE FLORES QUADRADO P,1,Loja,Area Da Entrada,0,0,0,NA,NA,RECONFEÊNCIA 23/07/18,CATALOGO_QUADRO_E MOLDURA
014-0012,https://i.imgur.com/45NNEdV.png,Quadro E Moldura,QUADRO DE FLORES REDONDO,2,Loja,Area Da Entrada,0,0,0,NA,NA,RECONFEÊNCIA 23/07/18,CATALOGO_QUADRO_E MOLDURA
014-0013,https://i.imgur.com/eIJQzWA.png,Quadro E Moldura,QUADRO DE MULHER AZUL,1,Loja,Area Da Entrada,0,0,0,NA,"0,30 X 0,30",FOI PARA LEILÃO NO 500,CATALOGO_QUADRO_E MOLDURA
014-0014,https://i.imgur.com/3yo3IVu.png,Quadro E Moldura,QUADRO DE PARIS,1,Loja,Area Da Entrada,0,0,0,NA,"1,60 X 1,30",RECONFEÊNCIA 23/07/18,CATALOGO_QUADRO_E MOLDURA
015-0001,https://i.imgur.com/gZ5zOjv.png,Sousplat,SOUSPLAR ROSA ONDULADO,300,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0002,NA,Sousplat,SOUSPLAT BORDA TRABALHADA DOURADA,21,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
